,institute,callret-1,lat,long
152,https://w3id.org/arco/resource/CulturalInstituteOrSite/cc37b54884d0e851db4a9ed6265ff7d0,105,45.778365,12.490799
153,https://w3id.org/arco/resource/AltoAdige/CulturalInstituteOrSite/AA_CG_LAV,4,46.76577611,12.09250709
154,https://w3id.org/arco/resource/Lombardia/CulturalInstituteOrSite/b72ece619235c556a41b588ff9b04c92,1,45.462324415902856,9.17046553310068
155,https://w3id.org/arco/resource/Lombardia/CulturalInstituteOrSite/621fcb90c0a7b221b95a83631279519f,4,5005722.0033,512490.17735
156,https://w3id.org/arco/resource/AltoAdige/CulturalInstituteOrSite/AA_CG_SME,6,46.58530726,11.2814469
157,https://w3id.org/arco/resource/Lombardia/CulturalInstituteOrSite/123aa5e118284d5e9759ab3f0ed36b8e,20,5034466.1504,514234.57503999997
158,https://w3id.org/arco/resource/AltoAdige/CulturalInstituteOrSite/AA_CG_SVM,5,46.8634442,11.90253286
159,https://w3id.org/arco/resource/AltoAdige/CulturalInstituteOrSite/AA_CG_LAV,626,46.56792769,11.55966216
160,https://w3id.org/arco/resource/CulturalInstituteOrSite/7683d52e80e904e5751117e85d239a4b,23,4341846,510486
161,https://w3id.org/arco/resource/Lombardia/CulturalInstituteOrSite/ce1b33e48390147d331203aaefa5fbfb,171,5034325.0015,513326.80567
162,https://w3id.org/arco/resource/CulturalInstituteOrSite/246d95be31d7e3157cf221cef2a76998,33,41.065882,16.612977
163,https://w3id.org/arco/resource/CulturalInstituteOrSite/ICCD_CG_8964797835751,7,43.336201,12.904938
164,https://w3id.org/arco/resource/CulturalInstituteOrSite/35bc19d2463d69ec8d9b8e800e28eb64,9769,40.843920,14.241056
165,https://w3id.org/arco/resource/CulturalInstituteOrSite/6a5b6ca2121285dce810e6808ee1242f,139,43.845622,10.513358
166,https://w3id.org/arco/resource/CulturalInstituteOrSite/ICCD_CG_4277092321351,5381,45.072658,7.686346
167,https://w3id.org/arco/resource/CulturalInstituteOrSite/aa7936665de0a8456c858f66dc8cb034,1,45.91090,13.18262
168,https://w3id.org/arco/resource/CulturalInstituteOrSite/DBunicoCG113638,1,45.702386,13.712364
169,https://w3id.org/arco/resource/Lombardia/CulturalInstituteOrSite/a837f95569bd51d0ea956105767e2bfc,1,45.45209581050886,9.161293174715999
170,https://w3id.org/arco/resource/Lombardia/CulturalInstituteOrSite/701d7bf4376cf0518e7cbf6a28f7477c,3,45.164595960259184,9.583432521827142
171,https://w3id.org/arco/resource/AltoAdige/CulturalInstituteOrSite/AA_CG_SME,83,46.81248864,11.24680583
172,https://w3id.org/arco/resource/CulturalInstituteOrSite/0f775aa3100232835943e12a1ca79739,1,43.858717,10.468260
173,https://w3id.org/arco/resource/Lombardia/CulturalInstituteOrSite/7d35d716684b15452ebee2830c4fff17,8,45.3135880249612,9.50369358974671
174,https://w3id.org/arco/resource/CulturalInstituteOrSite/6baaa156fa56c3cf0c497fcf0c8be225,18,40.322208,9.330726
175,https://w3id.org/arco/resource/AltoAdige/CulturalInstituteOrSite/AA_CG_STM,1,46.8333074,11.33430021
176,https://w3id.org/arco/resource/CulturalInstituteOrSite/4284fa15cc4e68c8c7b549525b5e3397,1,4362575,545043
177,https://w3id.org/arco/resource/Lombardia/CulturalInstituteOrSite/621fcb90c0a7b221b95a83631279519f,1,5011365.3137,488870.59356000007
178,https://w3id.org/arco/resource/AltoAdige/CulturalInstituteOrSite/AA_CG_LAV,7,46.69671752,11.17566779
179,https://w3id.org/arco/resource/CulturalInstituteOrSite/7683d52e80e904e5751117e85d239a4b,1,4448835,463198
180,https://w3id.org/arco/resource/AltoAdige/CulturalInstituteOrSite/AA_CG_LAV,11,46.58810462,11.51099382
181,https://w3id.org/arco/resource/Lombardia/CulturalInstituteOrSite/4117fd7f1ae580adb9e2460583118008,3,5073432.1486,570196.2520399999
182,https://w3id.org/arco/resource/CulturalInstituteOrSite/3b369190c2fbda8d24695a2eba08ea86,1588,43.778115,11.258818
183,https://w3id.org/arco/resource/CulturalInstituteOrSite/DBunicoCG113638,1,45.702419085,13.712170467
184,https://w3id.org/arco/resource/CulturalInstituteOrSite/1454642ff798601e083e7147f928177a,231,43.314116,11.322117
185,https://w3id.org/arco/resource/AltoAdige/CulturalInstituteOrSite/AA_CG_LAV,1,46.634164,12.021602
186,https://w3id.org/arco/resource/CulturalInstituteOrSite/f4ac284ac8160a41fd7fcad2322d7375,1,40.914754,14.998750
187,https://w3id.org/arco/resource/CulturalInstituteOrSite/fea9a39be1dbe52bbdbe568e4568e4fa,1,43.714583035,10.407477695
188,https://w3id.org/arco/resource/CulturalInstituteOrSite/DBunicoCG113638,1,45.702451085,13.712390855
189,https://w3id.org/arco/resource/CulturalInstituteOrSite/fea9a39be1dbe52bbdbe568e4568e4fa,1,43.714646,10.407488
190,https://w3id.org/arco/resource/Lombardia/CulturalInstituteOrSite/ee88dd0e7e6af3fdee931c8c58faad0a,17,45.15967195911506,10.797215077162797
191,https://w3id.org/arco/resource/CulturalInstituteOrSite/fcf70de7e4831d8c6ceeb58b4408496d,2,40.852593,16.365107
192,https://w3id.org/arco/resource/CulturalInstituteOrSite/708ca74e21572867e55e0ab5c5a8d005,3,42.761537,11.113825
193,https://w3id.org/arco/resource/CulturalInstituteOrSite/38f598bcc3bd999b02311ad86c44dfae,28,38.412255,16.059411
194,https://w3id.org/arco/resource/CulturalInstituteOrSite/8430a0d212f92ab57f3acbfcb2fa00a1,6,45.078413,7.771648
195,https://w3id.org/arco/resource/AltoAdige/CulturalInstituteOrSite/AA_CG_LAV,1,46.498858,11.441499
196,https://w3id.org/arco/resource/CulturalInstituteOrSite/DBunicoCG113638,1,45.702423,13.712359
197,https://w3id.org/arco/resource/CulturalInstituteOrSite/5196a11052b1f93aa203c3076663e192,1,4562987,513919
198,https://w3id.org/arco/resource/CulturalInstituteOrSite/38de2cf9004d12386963714b2337d3b5,250,42.405306,12.851576
199,https://w3id.org/arco/resource/AltoAdige/CulturalInstituteOrSite/AA_CG_SME,16,46.50251871,11.33507132
200,https://w3id.org/arco/resource/CulturalInstituteOrSite/1454642ff798601e083e7147f928177a,1,160.4383333,72.95527778
201,https://w3id.org/arco/resource/Veneto/CulturalInstituteOrSite/4b0e5fd0e18abbab5e23a1af72ec1108,20,5039248,1755594
202,https://w3id.org/arco/resource/AltoAdige/CulturalInstituteOrSite/AA_CG_LAV,1,46.523516,11.357134
203,https://w3id.org/arco/resource/CulturalInstituteOrSite/593e407c841575d3680b721b3f39e561,1,40.27565331,15.70343273
204,https://w3id.org/arco/resource/CulturalInstituteOrSite/512c1abfb1ed382063587d5548f80622,1,41.562227,14.657868
205,https://w3id.org/arco/resource/Lombardia/CulturalInstituteOrSite/25b886e10a03de51fcdb57e142ba5e50,1,5018191.1849,512490.17735
206,https://w3id.org/arco/resource/Lombardia/CulturalInstituteOrSite/263655791f5a73da22d4ec787d9087ef,10,4998460.6544,580446.9184399999
207,https://w3id.org/arco/resource/CulturalInstituteOrSite/ICCD_CG_0739937928161,1,38.217304,15.564038
208,https://w3id.org/arco/resource/CulturalInstituteOrSite/18443a6d7187674542a8053e7d224df3,10,42.001837,12.490114
209,https://w3id.org/arco/resource/CulturalInstituteOrSite/1ff3b58f6f55ec9f6f53e62b71680be8,1,45.696364,9.670992
210,https://w3id.org/arco/resource/CulturalInstituteOrSite/fea9a39be1dbe52bbdbe568e4568e4fa,1,43.714575,10.407462
211,https://w3id.org/arco/resource/AltoAdige/CulturalInstituteOrSite/AA_CG_STM,1,46.4917347,10.62916559
212,https://w3id.org/arco/resource/CulturalInstituteOrSite/a941e1a0aae4ed488ad7182406c8acdb,49,43.667800,10.841259
213,https://w3id.org/arco/resource/Lombardia/CulturalInstituteOrSite/9759fdcb31acf25d62bae1e0b937574f,5,5092538.4964,506719.34234
214,https://w3id.org/arco/resource/CulturalInstituteOrSite/1ef81292ba059cf1ace59fcc296334f1,8,40.870731,14.249973
215,https://w3id.org/arco/resource/CulturalInstituteOrSite/DBunicoCG113638,1,45.702373,13.712347
216,https://w3id.org/arco/resource/CulturalInstituteOrSite/ae324e820185110b30c6c81e22781d1d,5,42.795397,10.320102
217,https://w3id.org/arco/resource/CulturalInstituteOrSite/DBunicoCG113638,1,45.702393029,13.712398008
218,https://w3id.org/arco/resource/Lombardia/CulturalInstituteOrSite/fce3d86e34a62cdcdc353a72f09684b7,1,5033187.162,512612.00091999996
219,https://w3id.org/arco/resource/Lombardia/CulturalInstituteOrSite/1f763b9cfed00f5a85bb8e0423dcda3f,8,5033187.162,512612.00091999996
220,https://w3id.org/arco/resource/CulturalInstituteOrSite/30444736190ae51bc3159450fadcefb8,1,43.714609857,10.407453555
221,https://w3id.org/arco/resource/CulturalInstituteOrSite/01a973dec94bcd1b5c22aa7dbbd83c34,2,40.964677,15.822959
222,https://w3id.org/arco/resource/CulturalInstituteOrSite/DBunicoCG113638,1,45.702412,13.712270
