"o","labelOO"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_9814","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_982","Sede di Palazzo di Teodorico"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_9842","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_9902","Sede di Giardino della Villa medicea di Castello"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_9904","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_9915","Sede di Direzione Regionale Musei Abruzzo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_9916","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_9938","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_9941","Sede di Museo nazionale etrusco di Villa Giulia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10010","Sede di Biblioteca Universitaria di Pavia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10061","Sede di Biblioteca Vallicelliana"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10062","Sede di Archivio di Stato di Cosenza"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10064","Sede di Archivio di Stato di Venezia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10068","Sede di Archivio di Stato di Piacenza"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10071","Sede di Archivio di Stato di Terni"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10075","Sede di Museo archeologico nazionale di Crotone"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10076","Sede di Museo archeologico nazionale ""Vito Capialbi"""
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10077","Sede di Museo e Parco archeologico ""Archeoderi"""
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10078","Sede di Museo archeologico Metauros"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10090","Sede di La Cattolica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10093","Sede di Galleria nazionale di Cosenza"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10095","Sede di Biblioteca Universitaria di Pavia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1013","Sede di Museo delle Civiltà"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10327","Sede di Segretario Generale"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10438","Sede di Museo Palazzo Reale di Genova"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10439","Sede di Gallerie Nazionali di Palazzo Spinola"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10449","Sede di Archivio di Stato di Venezia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10451","Sede di Archivio di Stato di Avellino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10456","Sede di Parco Archeologico di Ercolano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10463","Sede di Archivio di Stato di Agrigento"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10464","Sede di Archivio di Stato di Terni"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10471","Sede di Museo archeologico nazionale di Taranto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10472","Sede di Archivio di Stato di Cosenza"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10485","Sede di Archivio di Stato di Firenze"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10488","Sede di Archivio di Stato di Trapani"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1049","Sede di Museo Hendrik Christian Andersen"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10493","Sede di Archivio di Stato di Pisa"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10496","Sede di Soprintendenza Archeologia, Belle Arti e Paesaggio per la Basilicata"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10497","Sede di Archivio di Stato di Catania"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10509","Sede di Archivio di Stato di Ascoli Piceno"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10519","Sede di Museo nazionale di Matera - Museo Domenico Ridola"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10521","Sede di Archivio di Stato di Matera"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10522","Sede di Museo nazionale di Matera - Palazzo Lanfranchi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10524","Sede di Soprintendenza Archeologia, Belle Arti e Paesaggio per la Basilicata"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10531","Sede di Soprintendenza Archeologia, Belle Arti e Paesaggio per la Basilicata"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10533","Sede di Archivio di Stato di Forlì-Cesena"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10536","Sede di Archivio di Stato di Livorno"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10539","Sede di Parco archeologico di Ostia antica - Area archeologica di Ostia antica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10545","Sede di Parco archeologico di Ostia antica - Area archeologica di Ostia antica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10554","Sede di Archivio di Stato di Brescia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10556","Sede di Archivio di Stato di Cosenza"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10563","Sede di Archivio di Stato di Reggio Calabria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10578","Sede di Archivio di Stato di Mantova"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10581","Sede di Archivio di Stato di Reggio Calabria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10583","Sede di Archivio di Stato di Gorizia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10584","Sede di Archivio di Stato di Mantova"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10588","Sede di Museo archeologico nazionale di Taranto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10590","Sede di Biblioteca Universitaria di Genova"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10598","Sede di Archivio di Stato di Piacenza"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10608","Sede di Villa Adriana e Villa d'Este"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10631","Sede di Soprintendenza Archivistica e Bibliografica della Liguria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10650","Sede di Archivio di Stato di Bergamo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10664","Sede di Soprintendenza Archivistica e Bibliografica della Liguria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10671","Sede di Archivio di Stato di Pavia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10679","Sede di Istituto Centrale per la Grafica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10690","Sede di Direzione regionale Musei Calabria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10719","Sede di Gallerie degli Uffizi - Giardino di Boboli"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10885","Sede di Archivio di Stato di Catania"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_10999","Sede di Parco Archeologico di Pompei"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_11050","Sede di Biblioteca Nazionale di Potenza"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_11075","Sede di Biblioteca Medica Statale di Roma"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_11256","Sede di Parco archeologico di Ercolano - Area archeologica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_11381","Sede di Archivio di Stato di Trapani"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_11490","Sede di Soprintendenza archivistica e bibliografica dell'Umbria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_11501","Sede di Archivio di Stato di Forlì-Cesena"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_11512","Sede di Archivio di Stato di Torino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_118","Sede di Museo e Galleria Borghese"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1183","Sede di Ministero della cultura"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_12272","Sede di Giardino della Villa medicea di Castello"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_1271","Sede di Parco archeologico del Colosseo - Foro Romano e Palatino"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_12835","Sede di Direzione Regionale Musei Puglia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13049","Sede di Battistero degli Ariani"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13052","Sede di Mausoleo di Teodorico"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13056","Sede di Museo nazionale di Ravenna"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13057","Sede di Palazzo di Teodorico"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13063","Sede di Istituto Centrale per la Patologia degli Archivi e del Libro"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13112","Sede di Abbazia di Pomposa e Museo pomposiano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13114","Sede di Area archeologica e Antiquarium di Veleia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13118","Sede di Ex Chiesa di San Mattia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13121","Sede di Museo nazionale etrusco ""Pompeo Aria"" ed area archeologica di Kainua - Marzabotto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13151","Sede di Direzione Regionale Musei Veneto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13157","Sede di Soprintendenza Archivistica e Bibliografica del Veneto e del Trentino Alto-Adige"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13161","Sede di Direzione Regionale Musei Veneto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13215","Sede di Museo archeologico nazionale di Taranto"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13242","Sede di Soprintendenza Archeologia, Belle Arti e Paesaggio per l'area Metropolitana di Venezia e le province di Belluno, Padova e Treviso"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13300","Sede di Museo archeologico nazionale di Campli e Area archeologica di Campovalano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13301","Sede di Museo archeologico nazionale di Campli e Area archeologica di Campovalano"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13303","Sede di Museo archeologico nazionale d'Abruzzo - Villa Frigerj"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13315","Sede di Museo archeologico nazionale d'Abruzzo - Villa Frigerj"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13327","Sede di Museo nazionale di Matera - Palazzo Lanfranchi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13338","Sede di Archivio di Stato di Forlì-Cesena"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13353","Sede di Museo casa natale di Gabriele d'Annunzio"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13354","Sede di Museo casa natale di Gabriele d'Annunzio"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13359","Sede di Archivio di Stato di Viterbo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13371","Sede di Direzione Regionale Musei Emilia Romagna"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13398","Sede di Archivio di Stato di Ascoli Piceno"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13420","Sede di Museo della bilancia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13431","Sede di Soprintendenza Archivistica e Bibliografica della Calabria"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13456","Sede di Archivio di Stato di Firenze"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13484","Sede di Direzione Generale Archeologia, Belle Arti e Paesaggio"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13494","Sede di Direzione Regionale Musei Emilia Romagna"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13496","Sede di Archivio di Stato di Brescia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13502","Sede di Direzione Regionale Musei Abruzzo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13503","Sede di Archivio di Stato di Prato"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13513","Sede di Archivio di Stato di La Spezia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13561","Sede di Archivio di Stato di Cosenza"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13566","Sede di Museo Storico e il Parco del Castello di Miramare"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13575","Sede di Museo storico e il Parco del Castello di Miramare"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13590","Sede di Basilica di San Francesco"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13646","Sede di Direzione Regionale Musei Campania"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13650","Sede di Direzione Regionale Musei Campania"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13664","Sede di Direzione Regionale Musei Campania"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13682","Sede di Direzione Regionale Musei Campania"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13685","Sede di Museo archeologico nazionale ed Area archeologica di Cosa"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13687","Sede di Museo nazionale di San Matteo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13688","Sede di Museo nazionale di San Matteo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13689","Sede di Direzione Regionale Musei Campania"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13693","Sede di Direzione Regionale Musei Campania"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13694","Sede di Museo nazionale di Villa Guinigi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13697","Sede di Museo nazionale di Villa Guinigi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13704","Sede di Direzione Regionale Musei Abruzzo"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13710","Sede di Villa romana di Russi"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13727","Sede di Museo nazionale etrusco di Villa Giulia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13741","Sede di Biblioteca Universitaria di Pavia"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13760","Sede di Biblioteca Marucelliana di Firenze"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13767","Sede di Museo archeologico nazionale ""Vito Capialbi"""
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13804","Sede di Museo archeologico nazionale ""Vito Capialbi"""
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13823","Sede di Museo archeologico nazionale delle Marche"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13835","Sede di Ufficio Stampa e Comunicazione"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13851","Sede di Istituto Centrale per la Grafica"
"http://dati.beniculturali.it/mibact/eventi/resource/Site/Sede_di_13860","Sede di Istituto Centrale per la Grafica"
