"s","label"
"https://w3id.org/arco/resource/CulturalEvent/e6a1f6dfe67bd4736f897f90b5264479","Gallarate, Civica Galleria d'Arte Moderna, , 2003-"
"https://w3id.org/arco/resource/CulturalEvent/ea7dc975ce9ab8a1d4c907e33d0842da","Roma, , 1999"
"https://w3id.org/arco/resource/CulturalEvent/8e0bc94f668fc5e91c7668b1be449a9e","Figline Valdarno"
"https://w3id.org/arco/resource/CulturalEvent/d59eb554427b9d61c9f821aec4a3d349","Torino - Castello del Valentino"
"https://w3id.org/arco/resource/CulturalEvent/0a03e22326effba7d11ddd7454c54076","Varese, 1962"
"https://w3id.org/arco/resource/CulturalEvent/0c69233ec3b7f46bfdc2d4a49f77fd04","Bergamo, Teatro Sociale, , 1996"
"https://w3id.org/arco/resource/CulturalEvent/0ca8d9b405493860aa6045c980f05a9c","Verona, Museo Miniscalchi Erizzo, 1990"
"https://w3id.org/arco/resource/CulturalEvent/0d683a1e9ef9a212620b46aa4595ee7b","Paris, Musée du Louvre, , 1964"
"https://w3id.org/arco/resource/CulturalEvent/13781768560a7c7424e0245535a072f4","Padova, Palazzo della Ragione, , 1990"
"https://w3id.org/arco/resource/CulturalEvent/137c650c31db58374488b8d4cdb17be3","Milano, Palazzo dell'Arte al Parco, 1939"
"https://w3id.org/arco/resource/CulturalEvent/15747f01c6e124a2065b30a7193285ea","Münster, Westälisches Landesmuseum, , 1979"
"https://w3id.org/arco/resource/CulturalEvent/189af6c40eb1b36906dfad488645417e","Bergamo, Teatro Donizetti, , 1997"
"https://w3id.org/arco/resource/CulturalEvent/19f514a70a9b3d9cd134dfe66bfbdb17","Mantova, Museo del Palazzo Ducale, 2006"
"https://w3id.org/arco/resource/CulturalEvent/1c9dcea277e1cd1b8474b926c26fd69e","Ville de Luxembourg, Palais Cercle Municipal, , 19"
"https://w3id.org/arco/resource/CulturalEvent/1fbf48438a7da083a8f81fbaec4db59f","Paris, Orangerie, , 1952"
"https://w3id.org/arco/resource/CulturalEvent/254b1f795cda15ac0d20d42b202f373d","Venezia, Palazzo Ducale, 1955"
"https://w3id.org/arco/resource/CulturalEvent/28f2f6c803ae37f281b9e4df159bd242","Brugge, Stedelijke Musea, 2002"
"https://w3id.org/arco/resource/CulturalEvent/2b955ef79a8fb7954dec8854930a8cdb","Milano, Palazzo Reale, , 2002-2003"
"https://w3id.org/arco/resource/CulturalEvent/2cc5e09f9f53884d003c54fa2529c162","Ariccia (Roma), Palazzo Chigi, 2000"
"https://w3id.org/arco/resource/CulturalEvent/2cc5e09f9f53884d003c54fa2529c162","Pavia, Castello Belgioioso, 2000"
"https://w3id.org/arco/resource/CulturalEvent/2da607801fd10e83c486d00c278cb36e","Cremona, Palazzo Cittanova, , 1937"
"https://w3id.org/arco/resource/CulturalEvent/2e135a2779d2fdd0e68768c7229dfe54","Napoli, Museo di Capodimonte, , 1964"
"https://w3id.org/arco/resource/CulturalEvent/2e5d43ede455e06d609ae1e55f0b26eb","Bergamo, Accademia Carrara, , 1987"
"https://w3id.org/arco/resource/CulturalEvent/3120f38eb9c9cec110ad58ecc6275a66","Bergamo, Palazzo della Ragione, , 1979"
"https://w3id.org/arco/resource/CulturalEvent/3c34d2aa981082126fe8f40e3dc85aa1","Castefranco Veneto, Museo Casa Giorgione, 12 dicem"
"https://w3id.org/arco/resource/CulturalEvent/3e65872ef4dfc2523ae5259f41b7057b","New York, National Academy of Design, , 1983"
"https://w3id.org/arco/resource/CulturalEvent/3f133480642ec550232cc7d246b7e6cc","Zaragoza, Palacio de Sastago, , 1990"
"https://w3id.org/arco/resource/CulturalEvent/3f3bb8b3e05efcb240da0a6b525e2584","Firenze, Palazzo Pitti, Museo degli Argenti 1 otto"
"https://w3id.org/arco/resource/CulturalEvent/40589b105d0d06548693ab723f73c4df","Milano, Accademia di Brera, , 1861"
"https://w3id.org/arco/resource/CulturalEvent/42dadc8f4bc31b8a8f7c708fc446f889","Luzern, Kunstmuseum, 1946"
"https://w3id.org/arco/resource/CulturalEvent/4352aa6d3d27c0f89575bd5bd12f1885","Firenze, Palzzo Vecchio, , 1911"
"https://w3id.org/arco/resource/CulturalEvent/458e81310a54853c5f1e7bd657174dca","Bergamo, Ex Chiesa di Sant'Agostino, , 1995"
"https://w3id.org/arco/resource/CulturalEvent/460c605ccb14d9599bfbb03dcc1daa1a","Tulsa, Philbrook Art Center, , 1983"
"https://w3id.org/arco/resource/CulturalEvent/47ae85c81ee1ee2826f6c97ae7dcd6cb","Bergamo, Palazzo della Ragione, , 1987"
"https://w3id.org/arco/resource/CulturalEvent/4bc96c38d403863a99bdb29b9c52b966","Bergamo, Accademia Carrara, 1993"
"https://w3id.org/arco/resource/CulturalEvent/4fd86d87d22cce8b28adcf0f3b3763da","Bergamo, Centro Culturale ""Il Conventino"", , 1986"
