"s","o"
"https://w3id.org/arco/resource/CulturalEvent/a0cdc22a61f5833fb9925c0ad9757748","1962"
"https://w3id.org/arco/resource/CulturalEvent/a60cc74e6f7a29254e7c19a4ac32e1e7","1986"
"https://w3id.org/arco/resource/CulturalEvent/b06241fc500ff7e189f16942a1e5da0b","2001"
"https://w3id.org/arco/resource/CulturalEvent/b2d2de4b09da23aa5a402cd3ffaa34e1","2000"
"https://w3id.org/arco/resource/CulturalEvent/cadbf7c3a95cf94ef5a0c068e0c70805","1995"
"https://w3id.org/arco/resource/CulturalEvent/cb9cabd469031eb392000bf46c11a3e2","2000"
"https://w3id.org/arco/resource/CulturalEvent/d028063d22f1f83d3feecf6e69dc2a28","1969"
"https://w3id.org/arco/resource/CulturalEvent/d0ec5d1f04fc52fc729230d6e1b1bbf5","1959"
"https://w3id.org/arco/resource/CulturalEvent/d43e5e38e879e69d209aa1357fb04856","1965"
"https://w3id.org/arco/resource/CulturalEvent/d6c8db7aeee1abbe5c63d11e3770490e","1997"
"https://w3id.org/arco/resource/CulturalEvent/d8295331b170fabf09bedfb0e618b7cc","1973"
"https://w3id.org/arco/resource/CulturalEvent/eb8aadcf2eea11be37600fba3b992b77","1999"
"https://w3id.org/arco/resource/CulturalEvent/23264b23e1d99546ef54dc8baf5b4a80","1990"
"https://w3id.org/arco/resource/CulturalEvent/ecd05c3b45fde6e588ee59b10b05652f","1986"
"https://w3id.org/arco/resource/CulturalEvent/26feb3942c9faa0d767206be57207871","1982"
"https://w3id.org/arco/resource/CulturalEvent/5e238ef0764402633cb37374b6ef13d2","1969"
"https://w3id.org/arco/resource/CulturalEvent/211fa131fe75354b418f9e1895aad13e","1989"
"https://w3id.org/arco/resource/CulturalEvent/783fdfa91e90bfc73c73b4f694770574","1995"
"https://w3id.org/arco/resource/CulturalEvent/a01d94788ed342d5b82fe5770e959434","1975"
"https://w3id.org/arco/resource/CulturalEvent/a3e9b90bd36758b558c3a607a1db1216","1979"
"https://w3id.org/arco/resource/CulturalEvent/a3e9b90bd36758b558c3a607a1db1216","1979-1980"
"https://w3id.org/arco/resource/CulturalEvent/6e155864f21e24cf243b88c40b6c67a8","1989"
"https://w3id.org/arco/resource/CulturalEvent/a14b4a738da606509e18241b50bca5fb","1989"
"https://w3id.org/arco/resource/CulturalEvent/a586571fdec0b085a504f80b2034748e","1952"
"https://w3id.org/arco/resource/CulturalEvent/0f8fbdbaf0bee44f5bf401b28795bd44","1989"
"https://w3id.org/arco/resource/CulturalEvent/1721bccbde73947a24c03c4662adeefd","1998"
"https://w3id.org/arco/resource/CulturalEvent/1cf59c1aa3407afbddf664aea4fde1ef","1989"
"https://w3id.org/arco/resource/CulturalEvent/26d73a8389e7f6c3ea62a68ae37b205c","1990"
"https://w3id.org/arco/resource/CulturalEvent/349f74db724a38b6e94c1d6fd3aaefff","1998"
"https://w3id.org/arco/resource/CulturalEvent/37731d41263094260b22c0293d47994f","1998"
"https://w3id.org/arco/resource/CulturalEvent/4dca0349d140c38f22def7c4f1dfad07","1990"
"https://w3id.org/arco/resource/CulturalEvent/5d619e9e46fb3d14b28f4874abe14ce4","1935"
"https://w3id.org/arco/resource/CulturalEvent/5d619e9e46fb3d14b28f4874abe14ce4","2008"
"https://w3id.org/arco/resource/CulturalEvent/5d619e9e46fb3d14b28f4874abe14ce4","2008/ 2009"
"https://w3id.org/arco/resource/CulturalEvent/892d054e0ad523d46b52a0c832f3d569","1989"
"https://w3id.org/arco/resource/CulturalEvent/c5f7e8f5c7ee3eaf7b3aad8343efedff","1987"
"https://w3id.org/arco/resource/CulturalEvent/c8075b82001ec9c2890fd3b24307132b","1997/ 1998"
"https://w3id.org/arco/resource/CulturalEvent/d85c674940f7a88c92affdbf6f152032","1998"
"https://w3id.org/arco/resource/CulturalEvent/26185ff2ff0a0139e01cda2c4b73d8ad","1996"
"https://w3id.org/arco/resource/CulturalEvent/334dc5fcaad2ae049a6627d95d8a6497","1989"
"https://w3id.org/arco/resource/CulturalEvent/3efe0bbc1b6792ac1d828a77e59f7fd8","1990"
"https://w3id.org/arco/resource/CulturalEvent/443b228ef72f0b2c940a357e57794159","1957"
"https://w3id.org/arco/resource/CulturalEvent/443b228ef72f0b2c940a357e57794159","1992"
"https://w3id.org/arco/resource/CulturalEvent/4d5b314b66010f06b62743c2a0bd53b2","1995"
"https://w3id.org/arco/resource/CulturalEvent/4f3abd274efe77b79da266d4a86d77bc","1986"
"https://w3id.org/arco/resource/CulturalEvent/637a2165d0b5d6eaae65bdd3f264d2c2","1981"
"https://w3id.org/arco/resource/CulturalEvent/82ab88555b7cfd59f34ae174d89fc6af","1998"
"https://w3id.org/arco/resource/CulturalEvent/952523a8f2c996d975fb00b46d6896b3","1989"
"https://w3id.org/arco/resource/CulturalEvent/9ce02bd3c0b3b96655dea88f02e5bdb1","2008"
"https://w3id.org/arco/resource/CulturalEvent/a47aa002df9d4599fb27817ac8bbab83","1989"
"https://w3id.org/arco/resource/CulturalEvent/a868d6a1da14d2fc5b58fbc7fab27d6f","1990"
"https://w3id.org/arco/resource/CulturalEvent/ae18df22023c5a66b3139c2936fc41b4","1950"
"https://w3id.org/arco/resource/CulturalEvent/ae18df22023c5a66b3139c2936fc41b4","1997-1998"
"https://w3id.org/arco/resource/CulturalEvent/b6fbca1182ad07b66fbb5e92d9f2f927","1989"
"https://w3id.org/arco/resource/CulturalEvent/b9b37bca713f15ad70824ef65303b91f","1998"
"https://w3id.org/arco/resource/CulturalEvent/e0a1f6b4b6261cd10a12a5572c794037","2005"
"https://w3id.org/arco/resource/CulturalEvent/efea7a3f6d718aa7e993aabaaf67c226","1989"
"https://w3id.org/arco/resource/CulturalEvent/f662179f37730d3fdee50596787e2073","2006"
"https://w3id.org/arco/resource/CulturalEvent/16009d92bff12bb47c43faed573cd750","1906"
"https://w3id.org/arco/resource/CulturalEvent/19a0af4cc8b016785a966eaf8cb28ef3","1985"
"https://w3id.org/arco/resource/CulturalEvent/3a3bb7872caddc4b88b7fb4fea8604b2","1994-1995"
"https://w3id.org/arco/resource/CulturalEvent/563f1d14762106fd532a03238b354b27","1998"
"https://w3id.org/arco/resource/CulturalEvent/5d46a904093430a067151b0c9c46c728","1998"
"https://w3id.org/arco/resource/CulturalEvent/a986be0171abdd366ebb78f185c39360","1975"
"https://w3id.org/arco/resource/CulturalEvent/bc2ad2ce3db7e04eeae1fb9ccf04a2af","2008"
"https://w3id.org/arco/resource/CulturalEvent/bed194d5d7f0c91453f71f3420e13a67","1989"
"https://w3id.org/arco/resource/CulturalEvent/db9939a8f9f8f73edb78cff11eaf5819","1990"
"https://w3id.org/arco/resource/CulturalEvent/594344457c13b6ad3916e52dfda3c975","2006"
"https://w3id.org/arco/resource/CulturalEvent/48fe21fd80c6df798360bbe19da145a6","1976"
"https://w3id.org/arco/resource/CulturalEvent/2e6fdcb5350b5eb606cb3d3e22ce3d18","2015"
"https://w3id.org/arco/resource/CulturalEvent/38b532fb04b46e17b779ab89f9397833","1960"
"https://w3id.org/arco/resource/CulturalEvent/38b532fb04b46e17b779ab89f9397833","1970"
"https://w3id.org/arco/resource/CulturalEvent/52b5c6dfa8ffa36543dd80b70af1d0e9","1952"
"https://w3id.org/arco/resource/CulturalEvent/64706e1feb0dda935eeb50ad23f63174","1937"
"https://w3id.org/arco/resource/CulturalEvent/02783fd73e142392b60f3d489dc6c1b8","1904"
"https://w3id.org/arco/resource/CulturalEvent/8afa6ba63ff1af9b69800a69adaed5e0","1986"
"https://w3id.org/arco/resource/CulturalEvent/9241805ea1171d852adfa15e434c6d10","1982"
"https://w3id.org/arco/resource/CulturalEvent/cba5d88c1795faf5276fdbfcd1757fe5","1976"
"https://w3id.org/arco/resource/CulturalEvent/ef6b2e5a016eb22d518c9bec736be66f","1989"
"https://w3id.org/arco/resource/CulturalEvent/0d2b400a9a7d6677c6c14a1edc0cd3ce","1967-1968"
"https://w3id.org/arco/resource/CulturalEvent/6432353787ac7c3ebdcd4795a347268a","2003-2004"
"https://w3id.org/arco/resource/CulturalEvent/662e81d02b51951052ea6e5f2f455a15","2002-2003"
"https://w3id.org/arco/resource/CulturalEvent/9301dcf50d1ffa1782d2c13541d80169","2004"
"https://w3id.org/arco/resource/CulturalEvent/a292f47d04257de5a2f3a870ea7a5e90","1995-1996"
"https://w3id.org/arco/resource/CulturalEvent/c0454f8e615ee6060db0cd82f4802838","1977"
"https://w3id.org/arco/resource/CulturalEvent/db2901f9acdbecdcf8c57e2457fbaca5","1993"
"https://w3id.org/arco/resource/CulturalEvent/e3abecb730c64d7cd3107fae1aaef76d","1981-1982"
"https://w3id.org/arco/resource/CulturalEvent/0cf786cd3e81654faf30cb26ab34b18c","1974"
"https://w3id.org/arco/resource/CulturalEvent/1d7e483595927de3286eb63da87981eb","1973"
"https://w3id.org/arco/resource/CulturalEvent/24558e2dee2d0b68ef444bca5fc63335","2001"
"https://w3id.org/arco/resource/CulturalEvent/2af5973b292955d60b5a394a076325d0","2006"
"https://w3id.org/arco/resource/CulturalEvent/39e6a8ab5c82792dd394081dd8073783","2001"
"https://w3id.org/arco/resource/CulturalEvent/624e9e3faef433c94daad2ad3605b721","1967"
"https://w3id.org/arco/resource/CulturalEvent/7b410e64133ed04a37a0ebe82742c4de","2000"
"https://w3id.org/arco/resource/CulturalEvent/b06d3eb81d704f1820ec0d463956a35d","1959"
"https://w3id.org/arco/resource/CulturalEvent/e052d60f0693f3f878f6d9e4ed02f400","1959"
"https://w3id.org/arco/resource/CulturalEvent/e4937cf04f7412d0ca87228663d3cae6","1977"
"https://w3id.org/arco/resource/CulturalEvent/fae0fd47d222cb3eae44e7c8eb293ea6","1987"
"https://w3id.org/arco/resource/CulturalEvent/ddd1a582107f3ce6c8f1691fd44058ae","1977"
"https://w3id.org/arco/resource/CulturalEvent/026f8943a1c7897f85bc349d4abd1c31","2004"
"https://w3id.org/arco/resource/CulturalEvent/279ee9b11e2bc1ee88bd5d9db66738ba","2003"
"https://w3id.org/arco/resource/CulturalEvent/366ec79988bf26ac30798193bba62ffe","2009/ 2010"
"https://w3id.org/arco/resource/CulturalEvent/47df92c030463582610533e3caf87045","2004"
"https://w3id.org/arco/resource/CulturalEvent/6d0a456056a213ba33139d1883f062ca","2002"
"https://w3id.org/arco/resource/CulturalEvent/80bde4de70c68504a08de5aeee753113","1993"
"https://w3id.org/arco/resource/CulturalEvent/8badfd570311d48c970bb85b800f9435","1998-1999"
"https://w3id.org/arco/resource/CulturalEvent/a474c43d4f2eb6a79496ceec543e71e0","1956"
"https://w3id.org/arco/resource/CulturalEvent/c4d69fbd2cdfe595811edb9c07a192f5","1998/ 1999"
"https://w3id.org/arco/resource/CulturalEvent/c6fd3f539364e0f273445e47d2fd9cd6","2003-2004"
"https://w3id.org/arco/resource/CulturalEvent/e8997e6544a48e53c84d7612dbc171ad","1992"
"https://w3id.org/arco/resource/CulturalEvent/035760aaa3d4662d9a359c526533670f","1887"
"https://w3id.org/arco/resource/CulturalEvent/b16ffceb1354176b082d51c9f5445222","2016"
"https://w3id.org/arco/resource/CulturalEvent/d67f1182038465b1bd76e26493ba1acc","1925"
"https://w3id.org/arco/resource/CulturalEvent/06d96e8b1e77c8e2bb72a328b535edec","2001-2002"
"https://w3id.org/arco/resource/CulturalEvent/08a33e6e16cc03972807025a7b74ddcf","1956"
"https://w3id.org/arco/resource/CulturalEvent/0cecbc374c70dccc5f64edc0024f03ee","1992"
"https://w3id.org/arco/resource/CulturalEvent/10d81a6c0860631879a1b53007cacbeb","1961"
"https://w3id.org/arco/resource/CulturalEvent/278ea74e954ed55df8fd52f89f85715a","1911"
"https://w3id.org/arco/resource/CulturalEvent/367a22b7ca11e28a77b21e3dbd66a521","1985"
"https://w3id.org/arco/resource/CulturalEvent/37467e66c3fa1df8aa51bfdec5716367","1960"
"https://w3id.org/arco/resource/CulturalEvent/39ecb9893fa90647914fd728a37e60be","1958"
"https://w3id.org/arco/resource/CulturalEvent/50ce63c6d5f47de48fac24adfd3a3285","Firenze"
"https://w3id.org/arco/resource/CulturalEvent/6fa000ea792914298123f9bd7abcddf3","2001"
"https://w3id.org/arco/resource/CulturalEvent/7d048c89f138659e973ccccca0691941","1962"
"https://w3id.org/arco/resource/CulturalEvent/7f58dfa49206bad72f74df8556ed2458","1991"
"https://w3id.org/arco/resource/CulturalEvent/8321474b492a75a9494e93c13932df86","1922"
"https://w3id.org/arco/resource/CulturalEvent/8b70a5d52e5324d1c3d22e053e6b643d","1985"
"https://w3id.org/arco/resource/CulturalEvent/8f483bfd61e4115827451ffec4001df9","1663"
"https://w3id.org/arco/resource/CulturalEvent/aabe21a77bd12f3a36500987f08943cd","1964"
"https://w3id.org/arco/resource/CulturalEvent/b87b92edb7e04be6c28fd9ba1a0acc2e","1958"
"https://w3id.org/arco/resource/CulturalEvent/c11510f647651e260b052b10cae1b493","1965"
"https://w3id.org/arco/resource/CulturalEvent/ca7046a2579e8cc4df7d3e27b7430af8","1964"
"https://w3id.org/arco/resource/CulturalEvent/d07625ca9538b2934872356562a9d73e","2002"
"https://w3id.org/arco/resource/CulturalEvent/e3c9b5bae6066c75cd0a771e4169f683","1980"
"https://w3id.org/arco/resource/CulturalEvent/e7941f1b600726df126ac7be73a597fe","2002/ 2003"
"https://w3id.org/arco/resource/CulturalEvent/ed28e53670026122bd0c973c82455d94","2003"
"https://w3id.org/arco/resource/CulturalEvent/ed40b87093b1fef23d7f46921a6dc4c2","1772"
"https://w3id.org/arco/resource/CulturalEvent/ed40b87093b1fef23d7f46921a6dc4c2","1972"
"https://w3id.org/arco/resource/CulturalEvent/fe5c2637436071692f3842b72b1fe502","2001/ 2002"
"https://w3id.org/arco/resource/CulturalEvent/1358b7c27790c5c090053057dd9f7fc8","1965"
"https://w3id.org/arco/resource/CulturalEvent/4052ea22beaffe01c8727b181414f003","1986"
"https://w3id.org/arco/resource/CulturalEvent/4e1c4ac0b4f3a8de7fb3529a9beaf59e","2001/ 2002"
"https://w3id.org/arco/resource/CulturalEvent/5a20e2e9264e9b3240e95802a95aab1f","1922"
"https://w3id.org/arco/resource/CulturalEvent/657c2f76c6e8c85dbcec26eaebfcfc90","1960"
"https://w3id.org/arco/resource/CulturalEvent/ec43c9b128033ca90cdd8a5a09bcaa20","1928"
"https://w3id.org/arco/resource/CulturalEvent/ada7cb0ecc4632f688c05c9faf16d1ea","1983"
"https://w3id.org/arco/resource/CulturalEvent/9791de6a5f8218a4613283738e114fd4","2001"
"https://w3id.org/arco/resource/CulturalEvent/236a1c371b8086e86b8e1fe2e156efde","1980"
"https://w3id.org/arco/resource/CulturalEvent/3a8415f0d76ab77647b2c0ac9d7ebda2","1978"
"https://w3id.org/arco/resource/CulturalEvent/21102ca7662c6ffe195d0e61eeceb4dd","1967-1968"
"https://w3id.org/arco/resource/CulturalEvent/36f730c91d2b28de0542ce6297380c70","1967"
"https://w3id.org/arco/resource/CulturalEvent/9c1a355ed8b394536861ae8c986f00e4","1996"
"https://w3id.org/arco/resource/CulturalEvent/aca0cc5a0f11100316d463787232b61a","2004"
"https://w3id.org/arco/resource/CulturalEvent/0d167067f8e692f5aa66bc5a76b5e5d9","1924"
"https://w3id.org/arco/resource/CulturalEvent/38fc5eba3ffdcc5b08a295e067fd4152","2008"
"https://w3id.org/arco/resource/CulturalEvent/8b8fdf293a9b5017f8e7b798cfbefa94","1930"
"https://w3id.org/arco/resource/CulturalEvent/99856bb0d7fcc2ece7e86fe5645476eb","1930"
"https://w3id.org/arco/resource/CulturalEvent/a3508c9df78aa5711f749c780849342f","1998"
"https://w3id.org/arco/resource/CulturalEvent/d0981769178826d3b77594f1429d917c","2007"
"https://w3id.org/arco/resource/CulturalEvent/d1f43d2f1be3a952951a180aa810c43d","2006"
"https://w3id.org/arco/resource/CulturalEvent/26bdf001b428495c7b181d3da19a8a93","1927"
"https://w3id.org/arco/resource/CulturalEvent/4c7a164e79e54ae4bfc4556e5fd8d6a4","1906"
"https://w3id.org/arco/resource/CulturalEvent/5a209875e48e408ff435e8721dfff94e","1845"
"https://w3id.org/arco/resource/CulturalEvent/5a209875e48e408ff435e8721dfff94e","1912"
"https://w3id.org/arco/resource/CulturalEvent/6c5afcabe743bf77441ec4ed124e0b66","1939"
"https://w3id.org/arco/resource/CulturalEvent/7701fcf74564f7e89ae52244699109be","1965"
"https://w3id.org/arco/resource/CulturalEvent/7cf2df0de7ea0758a9ca171abe8db9a9","1934"
"https://w3id.org/arco/resource/CulturalEvent/854a0f7ad5f96362a04c8128763f47db","1985"
"https://w3id.org/arco/resource/CulturalEvent/ac9bcf18a3c510574f93a3967017f80c","1938"
"https://w3id.org/arco/resource/CulturalEvent/75933105cdff8c3331d9e624c9f0fc87","2005"
"https://w3id.org/arco/resource/CulturalEvent/9461cb6364ff04418db19a099746d1f5","2004"
"https://w3id.org/arco/resource/CulturalEvent/a727b20bb78a4d2f1fc75786c5233929","1955"
"https://w3id.org/arco/resource/CulturalEvent/efdabb8ea91dc63068bb2049e66f039d","1956"
"https://w3id.org/arco/resource/CulturalEvent/106cf15c5ed7f4e83e98225c5b82a1f0","1954"
"https://w3id.org/arco/resource/CulturalEvent/3d4d4f7b6dd7201c55b9bdf087d02a39","1972"
"https://w3id.org/arco/resource/CulturalEvent/462979b436127794846bc7f75b0c0a21","1992"
"https://w3id.org/arco/resource/CulturalEvent/9377da31c162f0b9d79ee4414130f8c3","1950"
"https://w3id.org/arco/resource/CulturalEvent/9c6fc75831c9c62658734469ecbf6edd","1950"
"https://w3id.org/arco/resource/CulturalEvent/45eb3d98aea8c4370212dea89045c73f","2008"
"https://w3id.org/arco/resource/CulturalEvent/6e9f29c2402af958f5b0c1e051c6db87","1996"
"https://w3id.org/arco/resource/CulturalEvent/0fee3a4e7f33bd253e57fbe80c760974","1998"
"https://w3id.org/arco/resource/CulturalEvent/3fb80fc6f75bbf0e2cb11e4744c6d7c2","1995"
"https://w3id.org/arco/resource/CulturalEvent/88e2535e26a69b66f86b1718493b7cbc","1980"
"https://w3id.org/arco/resource/CulturalEvent/8b8b887bff81b20a244dfc9bb18064d4","1987"
"https://w3id.org/arco/resource/CulturalEvent/96732b8d73efb2073b2f81f65c2da4f6","2004"
"https://w3id.org/arco/resource/CulturalEvent/9ecea0055f60e6efbe55d2ff0542c0f6","1986"
"https://w3id.org/arco/resource/CulturalEvent/c9405f964804ac1bbc1862fc350111b9","1956"
"https://w3id.org/arco/resource/CulturalEvent/08f4c4c3232feab452201bb7c80858d6","2004"
"https://w3id.org/arco/resource/CulturalEvent/08f4c4c3232feab452201bb7c80858d6","2004/ 2005"
"https://w3id.org/arco/resource/CulturalEvent/270c8a6cc9c10003406c561034c6c583","1950"
"https://w3id.org/arco/resource/CulturalEvent/80c637993a87ac132533aef715a774b5","1960"
"https://w3id.org/arco/resource/CulturalEvent/bb8fb8b98daf0b4e5f3b42804b5d3acd","1939"
"https://w3id.org/arco/resource/CulturalEvent/0316a70ba63e3609c29624ea40c68145","1966"
"https://w3id.org/arco/resource/CulturalEvent/2503ce1b97b3fb7e82cf1e5de3fd886d","1959"
"https://w3id.org/arco/resource/CulturalEvent/3445f1d2c3686367180e8538f781a4fc","8 Marzo - 31 Maggio 2015"
"https://w3id.org/arco/resource/CulturalEvent/3445f1d2c3686367180e8538f781a4fc","8 marzo - 31 maggio 2015"
"https://w3id.org/arco/resource/CulturalEvent/49e9140e7d94d2049c1eeb6582c51e01","1935"
"https://w3id.org/arco/resource/CulturalEvent/4aaad793e28a34480892f11cc21bd88c","1977"
"https://w3id.org/arco/resource/CulturalEvent/4ceb205bb155d143143c395a1342e6b1","1946"
"https://w3id.org/arco/resource/CulturalEvent/4ceb205bb155d143143c395a1342e6b1","1952"
"https://w3id.org/arco/resource/CulturalEvent/4ceb205bb155d143143c395a1342e6b1","1953"
"https://w3id.org/arco/resource/CulturalEvent/4ceb205bb155d143143c395a1342e6b1","1955"
"https://w3id.org/arco/resource/CulturalEvent/4ceb205bb155d143143c395a1342e6b1","1958"
"https://w3id.org/arco/resource/CulturalEvent/4ceb205bb155d143143c395a1342e6b1","1959"
"https://w3id.org/arco/resource/CulturalEvent/4ef9053949d64abeeeb09370a90bdf8d","1948"
"https://w3id.org/arco/resource/CulturalEvent/527a8a912c043cd3648fd64d03cf708c","1975"
"https://w3id.org/arco/resource/CulturalEvent/5b5a3c31878906863085be8bf05956e9","1961"
"https://w3id.org/arco/resource/CulturalEvent/5b5a3c31878906863085be8bf05956e9","1961/04/20"
"https://w3id.org/arco/resource/CulturalEvent/5b93cb5fd11e966b67ae13f53ec014c3","2000"
"https://w3id.org/arco/resource/CulturalEvent/7074fa3aff476e436a77eb7085b89d68","1974"
"https://w3id.org/arco/resource/CulturalEvent/7a29c32743760ac283591ea0861c3a46","1930"
"https://w3id.org/arco/resource/CulturalEvent/7a29c32743760ac283591ea0861c3a46","1931"
"https://w3id.org/arco/resource/CulturalEvent/89e03ac62604a81e24a79edc7b0edc20","2009"
"https://w3id.org/arco/resource/CulturalEvent/94993a05f610f1f5854037f0ae5f02b2","1952"
"https://w3id.org/arco/resource/CulturalEvent/983c06a3b9cd21eb92364531665531a8","1977"
"https://w3id.org/arco/resource/CulturalEvent/98ee71e112b46f7ef8c2c9cc9cff9a4d","1967"
"https://w3id.org/arco/resource/CulturalEvent/9f615e51ee9e12832a639e9953f387c1","1952"
"https://w3id.org/arco/resource/CulturalEvent/a9efad37e6a1cc73d120fa3fd11c1e5e","2001"
"https://w3id.org/arco/resource/CulturalEvent/ae591beb7b7e35b0cbb17484442580fc","2005-2006"
"https://w3id.org/arco/resource/CulturalEvent/b5cc59ee105437c3ff469d83170fe237","1964"
"https://w3id.org/arco/resource/CulturalEvent/b68c70201d4f4df04175da3175eb2894","2014"
"https://w3id.org/arco/resource/CulturalEvent/bfbb19553fb076369cfbaeef1a490e96","1952"
"https://w3id.org/arco/resource/CulturalEvent/bfbb19553fb076369cfbaeef1a490e96","1952/ 1940"
"https://w3id.org/arco/resource/CulturalEvent/c33739c0378801d495549a3c03916fd7","2008"
"https://w3id.org/arco/resource/CulturalEvent/c86acc37f8c2c78cfb56c080ac30140a","1958"
"https://w3id.org/arco/resource/CulturalEvent/c89f80535a6eee2436fab31f9bf086e8","1966"
"https://w3id.org/arco/resource/CulturalEvent/c89f80535a6eee2436fab31f9bf086e8","1965-1966"
"https://w3id.org/arco/resource/CulturalEvent/dc243c196f404b3cd804161ef5437f6e","1984"
"https://w3id.org/arco/resource/CulturalEvent/e01cf86c334b481522b68a3e15a1e1d8","1970"
"https://w3id.org/arco/resource/CulturalEvent/e1316473c904f35ef34ac7c09e522661","2009"
"https://w3id.org/arco/resource/CulturalEvent/fe9cdc79d1d6d8463cf1704030d53394","2005/ 2006"
"https://w3id.org/arco/resource/CulturalEvent/fe9cdc79d1d6d8463cf1704030d53394","2005-2006"
"https://w3id.org/arco/resource/CulturalEvent/ff89bbd33f2664b646db6ee3d1c2489b","2009"
"https://w3id.org/arco/resource/CulturalEvent/067210b1bff5494218f6feaf4d295a4f","1989"
"https://w3id.org/arco/resource/CulturalEvent/d3027ebdc43c0beea4414a1de3e7ba86","2003"
"https://w3id.org/arco/resource/CulturalEvent/1f98f49bcd94902d5eacb7f543ce26e0","1993/ 11"
"https://w3id.org/arco/resource/CulturalEvent/74aaa48be81a0d0674bbfbfad9ded7c3","1993"
"https://w3id.org/arco/resource/CulturalEvent/8d4360c25cba3aba0aa091279ac04431","1993/ 11"
"https://w3id.org/arco/resource/CulturalEvent/8d4b86e48b7f33d41d69a6ae73a9679d","1993"
"https://w3id.org/arco/resource/CulturalEvent/c21c2a2ce5b6a78886c66c0b4a1276aa","2003"
"https://w3id.org/arco/resource/CulturalEvent/6c6095dfd4230560c33c75c0ef89ad73","1993"
"https://w3id.org/arco/resource/CulturalEvent/c971c9aa920ca28fe4a4f0f52a7dc048","2005"
"https://w3id.org/arco/resource/CulturalEvent/8c64a421bd41d03a62da1b52538ea511","1987"
"https://w3id.org/arco/resource/CulturalEvent/4aeb2d1f3415165a510bf4419590390b","1965"
"https://w3id.org/arco/resource/CulturalEvent/01233b64844d144c34986716a9263d4b","1966"
"https://w3id.org/arco/resource/CulturalEvent/04903fca8d2e01e2a6d5a1a43e61cb7f","1960"
"https://w3id.org/arco/resource/CulturalEvent/1c40664965a253d6741f7ff0edbc5ea1","1922"
"https://w3id.org/arco/resource/CulturalEvent/1c40664965a253d6741f7ff0edbc5ea1","1981"
"https://w3id.org/arco/resource/CulturalEvent/227243e547e323366871afb31cc8b6d0","1938"
"https://w3id.org/arco/resource/CulturalEvent/24824c6998cf49788bf38c933d0d1bf9","1975"
"https://w3id.org/arco/resource/CulturalEvent/250128d0b43a5363c6ba42ff7943ef6a","1967"
"https://w3id.org/arco/resource/CulturalEvent/257a91d93c613b9357f74f7fd86c6bbe","1987"
"https://w3id.org/arco/resource/CulturalEvent/25e02bdf5dadc74dcbbb7f438b074857","1958"
"https://w3id.org/arco/resource/CulturalEvent/27c3bcb0d3d81f82e6745a0d19291763","1988"
"https://w3id.org/arco/resource/CulturalEvent/2982c70fbb7dd7d9870af3abd0365ad8","1984"
"https://w3id.org/arco/resource/CulturalEvent/3a6b09087d9857bba07e14ac1a8d477c","1922"
"https://w3id.org/arco/resource/CulturalEvent/43b1fa570cd54f7307787a0118bd30ab","1965"
"https://w3id.org/arco/resource/CulturalEvent/43b1fa570cd54f7307787a0118bd30ab","1965/02-1965/04"
"https://w3id.org/arco/resource/CulturalEvent/4e6c33c3f93ce8cf329a9fcf7231e536","1977"
"https://w3id.org/arco/resource/CulturalEvent/5028390d0098b53afff8f8e3d7bc5016","1966"
"https://w3id.org/arco/resource/CulturalEvent/5724f28b0dc506e3e470f0aa228a0a83","1985"
"https://w3id.org/arco/resource/CulturalEvent/649026203ed613ec18844d10575ad450","1971"
"https://w3id.org/arco/resource/CulturalEvent/6c56450fa674c96409ca3cf25ac7a913","1951"
"https://w3id.org/arco/resource/CulturalEvent/71339ef4a9c5c4f8dec95e59719df189","1960"
"https://w3id.org/arco/resource/CulturalEvent/715ece4b273c30990508c5723fa4a94d","1964"
"https://w3id.org/arco/resource/CulturalEvent/73bef84ae273be47ef588f79a38cb763","1952"
"https://w3id.org/arco/resource/CulturalEvent/7f44e1cce3603d3433e02fac3ae5fd0d","1966"
"https://w3id.org/arco/resource/CulturalEvent/822c8473ae05d7247caaffa74765baaa","1956"
"https://w3id.org/arco/resource/CulturalEvent/84053e7bbbaab010f479cd99b7650abf","1966"
"https://w3id.org/arco/resource/CulturalEvent/85818f7abe8b232e31b07efd7c8deb8a","1938"
"https://w3id.org/arco/resource/CulturalEvent/8e58363b3d1bbcd7ffff052926d2f1fb","1984"
"https://w3id.org/arco/resource/CulturalEvent/a68bdca4460ea1d9e1ed24e033568776","1950"
"https://w3id.org/arco/resource/CulturalEvent/add1730bf971c23bd41d7d55bd82e83e","1962"
"https://w3id.org/arco/resource/CulturalEvent/ae29902f66c945773066ba06beef86b5","1974"
"https://w3id.org/arco/resource/CulturalEvent/aeafc06b403c73dc105460fd579befc3","1977"
"https://w3id.org/arco/resource/CulturalEvent/b12380673ca23b5259ad035b57f5bdc4","1911"
"https://w3id.org/arco/resource/CulturalEvent/c17dc4177a4e78e61142d9798b56440e","1990"
"https://w3id.org/arco/resource/CulturalEvent/c27e77941982ecd4e7e4b92044c9f17c","1964"
"https://w3id.org/arco/resource/CulturalEvent/c5618b1e3f012e4b3352989999deef70","1976"
"https://w3id.org/arco/resource/CulturalEvent/c74202455f0040b8cdaa18b3378773ee","1969"
"https://w3id.org/arco/resource/CulturalEvent/ca15716398a3b6540e39dd7295c63d0e","1961"
"https://w3id.org/arco/resource/CulturalEvent/ca75691230f88a8e644522ff52233801","1966"
