,s,lat,long
218,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068435,41.072296,14.327013
219,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068437,41.072296,14.327013
220,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068444,41.072296,14.327013
221,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068446,41.072296,14.327013
222,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068470,41.072296,14.327013
223,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068472,41.072296,14.327013
224,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068473,41.072296,14.327013
225,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068475,41.072296,14.327013
226,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068476,41.072296,14.327013
227,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068479,41.072296,14.327013
228,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068481,41.072296,14.327013
229,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068482,41.072296,14.327013
230,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068484,41.072296,14.327013
231,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068485,41.072296,14.327013
232,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068486,41.072296,14.327013
233,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068489,41.072296,14.327013
234,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068490,41.072296,14.327013
235,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068491,41.072296,14.327013
236,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068495,41.072296,14.327013
237,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068496,41.072296,14.327013
238,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068497,41.072296,14.327013
239,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068498,41.072296,14.327013
240,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068500,41.072296,14.327013
241,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068501,41.072296,14.327013
242,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068502,41.072296,14.327013
243,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068503,41.072296,14.327013
244,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068505,41.072296,14.327013
245,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068506,41.072296,14.327013
246,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068507,41.072296,14.327013
247,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068508,41.072296,14.327013
248,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068516,41.072296,14.327013
249,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068517,41.072296,14.327013
250,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068518,41.072296,14.327013
251,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068519,41.072296,14.327013
252,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068523,41.072296,14.327013
253,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068524,41.072296,14.327013
254,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068527,41.072296,14.327013
255,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068530,41.072296,14.327013
256,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068536,41.072296,14.327013
257,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068540,41.072296,14.327013
258,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068542,41.072296,14.327013
259,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068543,41.072296,14.327013
260,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068545,41.072296,14.327013
261,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068546,41.072296,14.327013
262,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068548,41.072296,14.327013
263,https://w3id.org/arco/resource/HistoricOrArtisticProperty/1500068550,41.072296,14.327013
