,c
461,https://w3id.org/arco/ontology/immovable-property/ConstructionDesign
462,https://w3id.org/arco/ontology/immovable-property/ConstructionElement
463,https://w3id.org/arco/ontology/immovable-property/ConstructionPart
464,https://w3id.org/arco/ontology/immovable-property/ConstructionSpace
465,https://w3id.org/arco/ontology/immovable-property/Covering
466,https://w3id.org/arco/ontology/immovable-property/CoveringType
467,https://w3id.org/arco/ontology/immovable-property/Door
468,https://w3id.org/arco/ontology/immovable-property/ElevationLayout
469,https://w3id.org/arco/ontology/immovable-property/Escalator
470,https://w3id.org/arco/ontology/immovable-property/Floor
471,https://w3id.org/arco/ontology/immovable-property/Flooring
472,https://w3id.org/arco/ontology/immovable-property/FlooringLayout
473,https://w3id.org/arco/ontology/immovable-property/FlooringType
474,https://w3id.org/arco/ontology/immovable-property/Foundation
475,https://w3id.org/arco/ontology/immovable-property/FoundationType
476,https://w3id.org/arco/ontology/immovable-property/FurnishingElement
477,https://w3id.org/arco/ontology/immovable-property/HorizontalElement
478,https://w3id.org/arco/ontology/immovable-property/HorizontalElementType
479,https://w3id.org/arco/ontology/immovable-property/HorizontalSubdivision
480,https://w3id.org/arco/ontology/immovable-property/InteriorSubdivision
481,https://w3id.org/arco/ontology/immovable-property/Layout
482,https://w3id.org/arco/ontology/immovable-property/Lift
483,https://w3id.org/arco/ontology/immovable-property/ModeOfIrrigation
484,https://w3id.org/arco/ontology/immovable-property/MovableFurnishingElement
485,https://w3id.org/arco/ontology/immovable-property/MovingWalkway
486,https://w3id.org/arco/ontology/immovable-property/NaturalElement
487,https://w3id.org/arco/ontology/immovable-property/OpenSpace
488,https://w3id.org/arco/ontology/immovable-property/OpeningSystem
489,https://w3id.org/arco/ontology/immovable-property/PlanLayout
490,https://w3id.org/arco/ontology/immovable-property/Railing
491,https://w3id.org/arco/ontology/immovable-property/Ramp
492,https://w3id.org/arco/ontology/immovable-property/Roof
493,https://w3id.org/arco/ontology/immovable-property/RoofStructure
494,https://w3id.org/arco/ontology/immovable-property/RoofType
495,https://w3id.org/arco/ontology/immovable-property/Roofing
496,https://w3id.org/arco/ontology/immovable-property/RoofingType
497,https://w3id.org/arco/ontology/immovable-property/Room
498,https://w3id.org/arco/ontology/immovable-property/ShadingDevice
499,https://w3id.org/arco/ontology/immovable-property/Stairs
500,https://w3id.org/arco/ontology/immovable-property/StructuralElement
501,https://w3id.org/arco/ontology/immovable-property/TechnicalSystem
502,https://w3id.org/arco/ontology/immovable-property/TransportElement
503,https://w3id.org/arco/ontology/immovable-property/VerticalConnection
504,https://w3id.org/arco/ontology/immovable-property/VerticalConnectionType
505,https://w3id.org/arco/ontology/immovable-property/VerticalElement
506,https://w3id.org/arco/ontology/immovable-property/VerticalElementType
507,https://w3id.org/arco/ontology/immovable-property/VerticalSubdivision
508,https://w3id.org/arco/ontology/immovable-property/WaterAvailability
509,https://w3id.org/arco/ontology/immovable-property/WaterDistributionType
510,https://w3id.org/arco/ontology/immovable-property/WaterElement
511,https://w3id.org/arco/ontology/immovable-property/WaterSystem
512,https://w3id.org/arco/ontology/immovable-property/WaterSystemType
513,https://w3id.org/arco/ontology/immovable-property/Window
514,https://w3id.org/arco/ontology/immovable-property/WindowType
515,https://w3id.org/arco/ontology/location/Altitude
516,https://w3id.org/arco/ontology/location/BaseMap
517,https://w3id.org/arco/ontology/location/CadastralEntity
518,https://w3id.org/arco/ontology/location/CadastralFolio
519,https://w3id.org/arco/ontology/location/CadastralIdentity
520,https://w3id.org/arco/ontology/location/CadastralUnitCollection
521,https://w3id.org/arco/ontology/location/CadastreType
522,https://w3id.org/arco/ontology/location/Continent
523,https://w3id.org/arco/ontology/location/Coordinates
524,https://w3id.org/arco/ontology/location/CulturalInstituteOrSiteDefinition
525,https://w3id.org/arco/ontology/location/CulturalInstituteOrSiteSpecification
526,https://w3id.org/arco/ontology/location/CulturalInstituteOrSiteType
527,https://w3id.org/arco/ontology/location/GeometryMethod
528,https://w3id.org/arco/ontology/location/GeometryTechnique
529,https://w3id.org/arco/ontology/location/LocationType
530,https://w3id.org/arco/ontology/location/NeighbouringCadastralEntity
531,https://w3id.org/arco/ontology/location/OldTown
532,https://w3id.org/arco/ontology/location/OldTownAdmistrativeType
533,https://w3id.org/arco/ontology/location/SiteDefinition
534,https://w3id.org/arco/ontology/location/SiteSpecification
535,https://w3id.org/arco/ontology/location/SiteType
536,https://w3id.org/arco/ontology/location/TimeIndexedTypedLocation
537,https://w3id.org/arco/ontology/location/ToponymInTime
538,https://w3id.org/arco/ontology/location/TypeOfContext
539,https://w3id.org/arco/ontology/location/UrbanArea
540,https://w3id.org/arco/ontology/movable-property/Accession
541,https://w3id.org/arco/ontology/movable-property/AlterationGrade
542,https://w3id.org/arco/ontology/movable-property/AlterationType
543,https://w3id.org/arco/ontology/movable-property/BiogenicSedimentaryStructure
544,https://w3id.org/arco/ontology/movable-property/BiologicalClass
545,https://w3id.org/arco/ontology/movable-property/BiologicalFamily
546,https://w3id.org/arco/ontology/movable-property/BiologicalGenus
547,https://w3id.org/arco/ontology/movable-property/BiologicalKingdom
548,https://w3id.org/arco/ontology/movable-property/BiologicalOrder
549,https://w3id.org/arco/ontology/movable-property/BiologicalPhylum
550,https://w3id.org/arco/ontology/movable-property/BiologicalSpecies
551,https://w3id.org/arco/ontology/movable-property/BiologicalTaxon
552,https://w3id.org/arco/ontology/movable-property/BotanicalForm
553,https://w3id.org/arco/ontology/movable-property/Cement
554,https://w3id.org/arco/ontology/movable-property/ChemicalFormula
555,https://w3id.org/arco/ontology/movable-property/Chondrule
556,https://w3id.org/arco/ontology/movable-property/ChondrulePresence
557,https://w3id.org/arco/ontology/movable-property/ChondruleType
558,https://w3id.org/arco/ontology/movable-property/Chron
559,https://w3id.org/arco/ontology/movable-property/ChronostratigraphicClass
560,https://w3id.org/arco/ontology/movable-property/ChronostratigraphicSeries
561,https://w3id.org/arco/ontology/movable-property/ChronostratigraphicStage
562,https://w3id.org/arco/ontology/movable-property/ChronostratigraphicSubstage
563,https://w3id.org/arco/ontology/movable-property/ChronostratigraphicSystem
564,https://w3id.org/arco/ontology/movable-property/Chronozone
565,https://w3id.org/arco/ontology/movable-property/ClassificationSystem
566,https://w3id.org/arco/ontology/movable-property/Cleavage
567,https://w3id.org/arco/ontology/movable-property/CloseIndividual
568,https://w3id.org/arco/ontology/movable-property/ContactType
569,https://w3id.org/arco/ontology/movable-property/CrystalHabit
570,https://w3id.org/arco/ontology/movable-property/CrystalMorphology
571,https://w3id.org/arco/ontology/movable-property/CrystalTwinning
572,https://w3id.org/arco/ontology/movable-property/CrystallographicCharacteristic
573,https://w3id.org/arco/ontology/movable-property/Cultivar
574,https://w3id.org/arco/ontology/movable-property/EmpiricalChemicalFormula
575,https://w3id.org/arco/ontology/movable-property/Eon
576,https://w3id.org/arco/ontology/movable-property/Eonthem
577,https://w3id.org/arco/ontology/movable-property/Erathem
578,https://w3id.org/arco/ontology/movable-property/EruptiveType
579,https://w3id.org/arco/ontology/movable-property/FluidDynamism
580,https://w3id.org/arco/ontology/movable-property/Fossil
581,https://w3id.org/arco/ontology/movable-property/FruitSample
582,https://w3id.org/arco/ontology/movable-property/GeochronologicalAge
583,https://w3id.org/arco/ontology/movable-property/GeochronologicalClass
584,https://w3id.org/arco/ontology/movable-property/GeochronologicalEpoch
585,https://w3id.org/arco/ontology/movable-property/GeochronologicalEra
586,https://w3id.org/arco/ontology/movable-property/GeochronologicalPeriod
587,https://w3id.org/arco/ontology/movable-property/GeochronologicalSubage
588,https://w3id.org/arco/ontology/movable-property/GeologicalContext
589,https://w3id.org/arco/ontology/movable-property/Geotope
590,https://w3id.org/arco/ontology/movable-property/Grains
591,https://w3id.org/arco/ontology/movable-property/HarvestingMethod
592,https://w3id.org/arco/ontology/movable-property/HarvestingMotivation
593,https://w3id.org/arco/ontology/movable-property/HostIndividual
594,https://w3id.org/arco/ontology/movable-property/HostRock
595,https://w3id.org/arco/ontology/movable-property/Incline
596,https://w3id.org/arco/ontology/movable-property/Inclusion
597,https://w3id.org/arco/ontology/movable-property/Label
598,https://w3id.org/arco/ontology/movable-property/LithologicType
599,https://w3id.org/arco/ontology/movable-property/LithostratigraphicBed
600,https://w3id.org/arco/ontology/movable-property/LithostratigraphicClass
601,https://w3id.org/arco/ontology/movable-property/LithostratigraphicComplex
602,https://w3id.org/arco/ontology/movable-property/LithostratigraphicFormation
603,https://w3id.org/arco/ontology/movable-property/LithostratigraphicGroup
604,https://w3id.org/arco/ontology/movable-property/LithostratigraphicMember
605,https://w3id.org/arco/ontology/movable-property/LithostratigraphicSupergroup
606,https://w3id.org/arco/ontology/movable-property/MainMass
607,https://w3id.org/arco/ontology/movable-property/Matrix
608,https://w3id.org/arco/ontology/movable-property/MetallicSpecimen
609,https://w3id.org/arco/ontology/movable-property/Meteorite
610,https://w3id.org/arco/ontology/movable-property/MeteoriteFall
611,https://w3id.org/arco/ontology/movable-property/Mine
612,https://w3id.org/arco/ontology/movable-property/Mineral
613,https://w3id.org/arco/ontology/movable-property/MineralDeposit
614,https://w3id.org/arco/ontology/movable-property/MineralDepositType
615,https://w3id.org/arco/ontology/movable-property/MineralPresence
616,https://w3id.org/arco/ontology/movable-property/MineralogicClass
617,https://w3id.org/arco/ontology/movable-property/MineralogicSpecies
618,https://w3id.org/arco/ontology/movable-property/MineralogicSubclass
619,https://w3id.org/arco/ontology/movable-property/MineralogicTaxon
620,https://w3id.org/arco/ontology/movable-property/NewDanaClassificationSystem
621,https://w3id.org/arco/ontology/movable-property/NotMetallicSpecimen
622,https://w3id.org/arco/ontology/movable-property/OpticCharacteristic
623,https://w3id.org/arco/ontology/movable-property/Outcrop
624,https://w3id.org/arco/ontology/movable-property/OutcropType
625,https://w3id.org/arco/ontology/movable-property/Paramorphosis
626,https://w3id.org/arco/ontology/movable-property/PetrologicTaxon
627,https://w3id.org/arco/ontology/movable-property/PhysicalCharacteristic
628,https://w3id.org/arco/ontology/movable-property/PlanetologicClass
629,https://w3id.org/arco/ontology/movable-property/PlanetologicGenus
630,https://w3id.org/arco/ontology/movable-property/PlanetologicGroup
631,https://w3id.org/arco/ontology/movable-property/PlanetologicSpecies
632,https://w3id.org/arco/ontology/movable-property/PlanetologicTaxon
633,https://w3id.org/arco/ontology/movable-property/PollenSample
634,https://w3id.org/arco/ontology/movable-property/Preparation
635,https://w3id.org/arco/ontology/movable-property/PreparationType
636,https://w3id.org/arco/ontology/movable-property/PreservationType
637,https://w3id.org/arco/ontology/movable-property/PrimarySedimentaryStructure
638,https://w3id.org/arco/ontology/movable-property/Pseudomorphosis
639,https://w3id.org/arco/ontology/movable-property/Reflectance
640,https://w3id.org/arco/ontology/movable-property/Refraction
641,https://w3id.org/arco/ontology/movable-property/RockType
642,https://w3id.org/arco/ontology/movable-property/Sample
643,https://w3id.org/arco/ontology/movable-property/SecodarySedimentaryStructure
644,https://w3id.org/arco/ontology/movable-property/SedimentaryStructure
645,https://w3id.org/arco/ontology/movable-property/SeedSample
646,https://w3id.org/arco/ontology/movable-property/ShadeTolerance
647,https://w3id.org/arco/ontology/movable-property/SimplifiedChemicalFormula
648,https://w3id.org/arco/ontology/movable-property/Specimen
649,https://w3id.org/arco/ontology/movable-property/SpecimenContainer
650,https://w3id.org/arco/ontology/movable-property/SpecimenHarvesting
651,https://w3id.org/arco/ontology/movable-property/StrunzClassificationSystem
652,https://w3id.org/arco/ontology/movable-property/Subspecies
653,https://w3id.org/arco/ontology/movable-property/Substrate
654,https://w3id.org/arco/ontology/movable-property/SubstrateType
655,https://w3id.org/arco/ontology/movable-property/Taxon
656,https://w3id.org/arco/ontology/movable-property/TaxonSpecification
657,https://w3id.org/arco/ontology/movable-property/Texture
658,https://w3id.org/arco/ontology/movable-property/TextureType
659,https://w3id.org/arco/ontology/movable-property/TypeOfTypeSpecimen
660,https://w3id.org/arco/ontology/movable-property/TypeSpecimenIdentification
661,https://w3id.org/arco/ontology/movable-property/UnitCell
662,https://w3id.org/arco/ontology/movable-property/Variety
663,https://w3id.org/arco/ontology/movable-property/WeatheringGrade
664,https://w3id.org/arco/ontology/movable-property/WoodSample
665,https://w3id.org/arco/ontology/natural-specimen-description/Accession
666,https://w3id.org/arco/ontology/natural-specimen-description/AlterationGrade
667,https://w3id.org/arco/ontology/natural-specimen-description/AlterationType
668,https://w3id.org/arco/ontology/natural-specimen-description/BiogenicSedimentaryStructure
669,https://w3id.org/arco/ontology/natural-specimen-description/BiologicalClass
670,https://w3id.org/arco/ontology/natural-specimen-description/BiologicalFamily
671,https://w3id.org/arco/ontology/natural-specimen-description/BiologicalGenus
672,https://w3id.org/arco/ontology/natural-specimen-description/BiologicalKingdom
673,https://w3id.org/arco/ontology/natural-specimen-description/BiologicalOrder
674,https://w3id.org/arco/ontology/natural-specimen-description/BiologicalPhylum
675,https://w3id.org/arco/ontology/natural-specimen-description/BiologicalSpecies
676,https://w3id.org/arco/ontology/natural-specimen-description/BiologicalSpecimen
677,https://w3id.org/arco/ontology/natural-specimen-description/BiologicalTaxon
678,https://w3id.org/arco/ontology/natural-specimen-description/BiologicalVariety
679,https://w3id.org/arco/ontology/natural-specimen-description/BotanicalForm
680,https://w3id.org/arco/ontology/natural-specimen-description/Cement
681,https://w3id.org/arco/ontology/natural-specimen-description/ChemicalFormula
682,https://w3id.org/arco/ontology/natural-specimen-description/Chondrule
683,https://w3id.org/arco/ontology/natural-specimen-description/ChondrulePresence
684,https://w3id.org/arco/ontology/natural-specimen-description/ChondruleType
685,https://w3id.org/arco/ontology/natural-specimen-description/Chron
686,https://w3id.org/arco/ontology/natural-specimen-description/ChronostratigraphicClass
687,https://w3id.org/arco/ontology/natural-specimen-description/ChronostratigraphicSeries
688,https://w3id.org/arco/ontology/natural-specimen-description/ChronostratigraphicStage
689,https://w3id.org/arco/ontology/natural-specimen-description/ChronostratigraphicSubstage
690,https://w3id.org/arco/ontology/natural-specimen-description/ChronostratigraphicSystem
691,https://w3id.org/arco/ontology/natural-specimen-description/Chronozone
692,https://w3id.org/arco/ontology/natural-specimen-description/ClassificationSystem
693,https://w3id.org/arco/ontology/natural-specimen-description/Cleavage
694,https://w3id.org/arco/ontology/natural-specimen-description/CloseIndividual
695,https://w3id.org/arco/ontology/natural-specimen-description/ContactType
696,https://w3id.org/arco/ontology/natural-specimen-description/Crystal
697,https://w3id.org/arco/ontology/natural-specimen-description/CrystalHabit
698,https://w3id.org/arco/ontology/natural-specimen-description/CrystalMorphology
699,https://w3id.org/arco/ontology/natural-specimen-description/CrystalTwinning
700,https://w3id.org/arco/ontology/natural-specimen-description/CrystallographicCharacteristic
701,https://w3id.org/arco/ontology/natural-specimen-description/Cultivar
702,https://w3id.org/arco/ontology/natural-specimen-description/DevelopmentStage
703,https://w3id.org/arco/ontology/natural-specimen-description/EmpiricalChemicalFormula
704,https://w3id.org/arco/ontology/natural-specimen-description/Eon
705,https://w3id.org/arco/ontology/natural-specimen-description/Eonthem
706,https://w3id.org/arco/ontology/natural-specimen-description/Erathem
707,https://w3id.org/arco/ontology/natural-specimen-description/EruptiveType
708,https://w3id.org/arco/ontology/natural-specimen-description/FluidDynamism
709,https://w3id.org/arco/ontology/natural-specimen-description/Fossil
710,https://w3id.org/arco/ontology/natural-specimen-description/FruitSample
711,https://w3id.org/arco/ontology/natural-specimen-description/GeochronologicalAge
712,https://w3id.org/arco/ontology/natural-specimen-description/GeochronologicalClass
713,https://w3id.org/arco/ontology/natural-specimen-description/GeochronologicalEpoch
714,https://w3id.org/arco/ontology/natural-specimen-description/GeochronologicalEra
715,https://w3id.org/arco/ontology/natural-specimen-description/GeochronologicalPeriod
716,https://w3id.org/arco/ontology/natural-specimen-description/GeochronologicalSubage
717,https://w3id.org/arco/ontology/natural-specimen-description/GeologicalContext
718,https://w3id.org/arco/ontology/natural-specimen-description/Geotope
719,https://w3id.org/arco/ontology/natural-specimen-description/Grains
720,https://w3id.org/arco/ontology/natural-specimen-description/HarvestingMethod
721,https://w3id.org/arco/ontology/natural-specimen-description/HarvestingMotivation
722,https://w3id.org/arco/ontology/natural-specimen-description/HostIndividual
723,https://w3id.org/arco/ontology/natural-specimen-description/HostRock
724,https://w3id.org/arco/ontology/natural-specimen-description/IdentificationInTime
725,https://w3id.org/arco/ontology/natural-specimen-description/Incline
726,https://w3id.org/arco/ontology/natural-specimen-description/Inclusion
727,https://w3id.org/arco/ontology/natural-specimen-description/Label
728,https://w3id.org/arco/ontology/natural-specimen-description/LithologicType
729,https://w3id.org/arco/ontology/natural-specimen-description/LithostratigraphicBed
730,https://w3id.org/arco/ontology/natural-specimen-description/LithostratigraphicClass
731,https://w3id.org/arco/ontology/natural-specimen-description/LithostratigraphicComplex
732,https://w3id.org/arco/ontology/natural-specimen-description/LithostratigraphicFormation
733,https://w3id.org/arco/ontology/natural-specimen-description/LithostratigraphicGroup
734,https://w3id.org/arco/ontology/natural-specimen-description/LithostratigraphicMember
735,https://w3id.org/arco/ontology/natural-specimen-description/LithostratigraphicSupergroup
736,https://w3id.org/arco/ontology/natural-specimen-description/MainMass
737,https://w3id.org/arco/ontology/natural-specimen-description/Matrix
738,https://w3id.org/arco/ontology/natural-specimen-description/MetallicSpecimen
739,https://w3id.org/arco/ontology/natural-specimen-description/Meteorite
740,https://w3id.org/arco/ontology/natural-specimen-description/MeteoriteFall
741,https://w3id.org/arco/ontology/natural-specimen-description/Mine
742,https://w3id.org/arco/ontology/natural-specimen-description/Mineral
743,https://w3id.org/arco/ontology/natural-specimen-description/MineralClass
744,https://w3id.org/arco/ontology/natural-specimen-description/MineralDeposit
745,https://w3id.org/arco/ontology/natural-specimen-description/MineralDepositType
746,https://w3id.org/arco/ontology/natural-specimen-description/MineralPresence
747,https://w3id.org/arco/ontology/natural-specimen-description/MineralSpecies
748,https://w3id.org/arco/ontology/natural-specimen-description/MineralSpecimen
749,https://w3id.org/arco/ontology/natural-specimen-description/MineralSubclass
750,https://w3id.org/arco/ontology/natural-specimen-description/MineralTaxon
751,https://w3id.org/arco/ontology/natural-specimen-description/NewDanaClassificationSystem
752,https://w3id.org/arco/ontology/natural-specimen-description/NotMetallicSpecimen
753,https://w3id.org/arco/ontology/natural-specimen-description/OpticCharacteristic
754,https://w3id.org/arco/ontology/natural-specimen-description/Outcrop
755,https://w3id.org/arco/ontology/natural-specimen-description/OutcropType
756,https://w3id.org/arco/ontology/natural-specimen-description/Paramorphosis
757,https://w3id.org/arco/ontology/natural-specimen-description/PetrologicSpecimen
758,https://w3id.org/arco/ontology/natural-specimen-description/PetrologicTaxon
759,https://w3id.org/arco/ontology/natural-specimen-description/PhysicalCharacteristic
760,https://w3id.org/arco/ontology/natural-specimen-description/PlanetologicClass
761,https://w3id.org/arco/ontology/natural-specimen-description/PlanetologicGenus
762,https://w3id.org/arco/ontology/natural-specimen-description/PlanetologicGroup
763,https://w3id.org/arco/ontology/natural-specimen-description/PlanetologicSpecies
764,https://w3id.org/arco/ontology/natural-specimen-description/PlanetologicSpecimen
765,https://w3id.org/arco/ontology/natural-specimen-description/PlanetologicTaxon
766,https://w3id.org/arco/ontology/natural-specimen-description/PlantSample
767,https://w3id.org/arco/ontology/natural-specimen-description/PollenSample
768,https://w3id.org/arco/ontology/natural-specimen-description/Preparation
769,https://w3id.org/arco/ontology/natural-specimen-description/PreparationType
770,https://w3id.org/arco/ontology/natural-specimen-description/PreservationType
771,https://w3id.org/arco/ontology/natural-specimen-description/PrimarySedimentaryStructure
772,https://w3id.org/arco/ontology/natural-specimen-description/Pseudomorphosis
773,https://w3id.org/arco/ontology/natural-specimen-description/Reflectance
774,https://w3id.org/arco/ontology/natural-specimen-description/Refraction
775,https://w3id.org/arco/ontology/natural-specimen-description/RockType
776,https://w3id.org/arco/ontology/natural-specimen-description/Sample
777,https://w3id.org/arco/ontology/natural-specimen-description/SecodarySedimentaryStructure
778,https://w3id.org/arco/ontology/natural-specimen-description/SedimentaryStructure
779,https://w3id.org/arco/ontology/natural-specimen-description/SeedSample
780,https://w3id.org/arco/ontology/natural-specimen-description/ShadeTolerance
781,https://w3id.org/arco/ontology/natural-specimen-description/SimplifiedChemicalFormula
782,https://w3id.org/arco/ontology/natural-specimen-description/Specimen
783,https://w3id.org/arco/ontology/natural-specimen-description/SpecimenContainer
784,https://w3id.org/arco/ontology/natural-specimen-description/SpecimenHarvesting
785,https://w3id.org/arco/ontology/natural-specimen-description/StrunzClassificationSystem
786,https://w3id.org/arco/ontology/natural-specimen-description/Subspecies
787,https://w3id.org/arco/ontology/natural-specimen-description/Substrate
788,https://w3id.org/arco/ontology/natural-specimen-description/SubstrateType
789,https://w3id.org/arco/ontology/natural-specimen-description/Taxon
790,https://w3id.org/arco/ontology/natural-specimen-description/TaxonSpecification
791,https://w3id.org/arco/ontology/natural-specimen-description/Texture
792,https://w3id.org/arco/ontology/natural-specimen-description/TextureType
793,https://w3id.org/arco/ontology/natural-specimen-description/TypeOfTypeSpecimen
794,https://w3id.org/arco/ontology/natural-specimen-description/TypeSpecimenIdentification
795,https://w3id.org/arco/ontology/natural-specimen-description/UnitCell
796,https://w3id.org/arco/ontology/natural-specimen-description/Variety
797,https://w3id.org/arco/ontology/natural-specimen-description/WeatheringGrade
798,https://w3id.org/arco/ontology/natural-specimen-description/WoodSample
799,https://w3id.org/italia/onto/CLV/Address
800,https://w3id.org/italia/onto/CLV/AdministrativeUnitComponent
801,https://w3id.org/italia/onto/CLV/City
802,https://w3id.org/italia/onto/CLV/Country
803,https://w3id.org/italia/onto/CLV/District
804,https://w3id.org/italia/onto/CLV/Feature
805,https://w3id.org/italia/onto/CLV/Geometry
806,https://w3id.org/italia/onto/CLV/Province
807,https://w3id.org/italia/onto/CLV/Region
808,https://w3id.org/italia/onto/CLV/SpatialObject
809,https://w3id.org/italia/onto/COV/Organization
810,https://w3id.org/italia/onto/MU/MeasurementUnit
811,https://w3id.org/italia/onto/MU/Value
812,https://w3id.org/italia/onto/POI/NameInTime
813,https://w3id.org/italia/onto/POI/PointOfInterest
814,https://w3id.org/italia/onto/POT/Ticket
815,https://w3id.org/italia/onto/RO/Role
816,https://w3id.org/italia/onto/RO/TimeIndexedRole
817,https://w3id.org/italia/onto/SM/OnlineContactPoint
818,https://w3id.org/italia/onto/SM/WebSite
819,https://w3id.org/italia/onto/TI/TimeIndexedEvent
820,https://w3id.org/italia/onto/TI/TimeInterval
821,https://w3id.org/italia/onto/l0/Activity
822,https://w3id.org/italia/onto/l0/Agent
823,https://w3id.org/italia/onto/l0/Characteristic
824,https://w3id.org/italia/onto/l0/Collection
825,https://w3id.org/italia/onto/l0/Concept
826,https://w3id.org/italia/onto/l0/Description
827,https://w3id.org/italia/onto/l0/Entity
828,https://w3id.org/italia/onto/l0/EventOrSituation
829,https://w3id.org/italia/onto/l0/Location
830,https://w3id.org/italia/onto/l0/Object
831,https://w3id.org/italia/onto/l0/System
832,https://w3id.org/italia/onto/l0/Topic
833,nodeID://b10001
834,nodeID://b12812
835,nodeID://b12815
836,nodeID://b12818
837,nodeID://b31064
838,nodeID://b31067
839,nodeID://b31070
840,nodeID://b31076
841,nodeID://b31079
842,nodeID://b31083
843,nodeID://b31086
844,nodeID://b31110
845,nodeID://b31118
846,nodeID://b31169
847,nodeID://b48772768
848,nodeID://b48772771
849,nodeID://b48772800
850,nodeID://b48772803
851,nodeID://b48772813
852,nodeID://b48772844
853,nodeID://b48772848
854,nodeID://b48772921
855,nodeID://b48772945
856,nodeID://b48772997
857,nodeID://b48773024
858,nodeID://b48773116
859,nodeID://b48773119
860,nodeID://b48773122
861,nodeID://b48773125
862,nodeID://b48773128
863,nodeID://b48773131
864,nodeID://b48773134
865,nodeID://b48773170
866,nodeID://b48773230
867,nodeID://b48773233
868,nodeID://b48773238
869,nodeID://b48773245
870,nodeID://b48773248
871,nodeID://b48773251
872,nodeID://b48773254
873,nodeID://b48773257
874,nodeID://b48773260
875,nodeID://b48773297
876,nodeID://b48773309
877,nodeID://b48773399
878,nodeID://b48773629
879,nodeID://b48773634
880,nodeID://b48773741
881,nodeID://b48773744
882,nodeID://b48773747
883,nodeID://b48773750
884,nodeID://b48773753
885,nodeID://b48773756
886,nodeID://b48773759
887,nodeID://b48773795
888,nodeID://b48773917
889,nodeID://b48773921
890,nodeID://b48773922
891,nodeID://b48773929
892,nodeID://b48773930
893,nodeID://b48773939
894,nodeID://b48773949
895,nodeID://b48773950
896,nodeID://b48773958
897,nodeID://b48773967
898,nodeID://b48773971
899,nodeID://b48773976
900,nodeID://b48773988
901,nodeID://b48773989
902,nodeID://b48773995
903,nodeID://b48773996
904,nodeID://b48774003
905,nodeID://b48774202
906,nodeID://b48774206
907,nodeID://b48774207
908,nodeID://b48774214
909,nodeID://b48774215
910,nodeID://b48774224
911,nodeID://b48774234
912,nodeID://b48774235
913,nodeID://b48774243
914,nodeID://b48774252
915,nodeID://b48774256
916,nodeID://b48774261
917,nodeID://b48774273
918,nodeID://b48774274
919,nodeID://b48774280
920,nodeID://b48774281
921,nodeID://b48774288
