,p,predicate
432,https://w3id.org/arco/ontology/context-description/hasMint,9858
433,https://w3id.org/arco/ontology/context-description/isPrintingPlateMemberOf,9819
434,https://w3id.org/arco/ontology/context-description/isMemberOfPrintingPlatesSeriesOf,9819
435,https://w3id.org/arco/ontology/catalogue/hasDigitalTranscriptionResponsibleAgent,9818
436,https://w3id.org/arco/ontology/construction-description/isFoundationOf,9318
437,https://w3id.org/arco/ontology/immovable-property/isFoundationOf,9260
438,https://w3id.org/arco/ontology/context-description/pageOrTableNumber,9133
439,https://w3id.org/arco/ontology/context-description/caption,8583
440,https://w3id.org/arco/ontology/location/hasGeologicalContex,8400
441,https://w3id.org/arco/ontology/location/hasFindingStratum,8398
442,https://w3id.org/arco/ontology/location/hasStratum,8397
443,https://w3id.org/arco/ontology/context-description/hasProfession,8310
444,http://www.geonames.org/ontology#parentCountry,8031
445,http://www.geonames.org/ontology#parentADM1,8011
446,http://www.geonames.org/ontology#parentADM2,7904
447,https://w3id.org/arco/ontology/context-description/hasDepiction,7898
448,https://w3id.org/arco/ontology/context-description/registrationDateOrGU,7751
449,https://w3id.org/arco/ontology/context-description/alternativeName,7391
450,https://w3id.org/arco/ontology/denotative-description/hasFileFormat,7187
451,https://w3id.org/arco/ontology/denotative-description/hasStorageMethodOrColourDepth,7185
452,https://w3id.org/arco/ontology/cataloguing-campaign/isCataloguingActivityOf,7104
453,https://w3id.org/arco/ontology/context-description/hasUserSocialCategory,7076
454,https://w3id.org/arco/ontology/movable-property/hasDirectHigherRank,7003
455,https://w3id.org/arco/ontology/arco/hasMainDiscipline,6959
456,https://w3id.org/arco/ontology/denotative-description/hasPixelDimension,6649
457,https://w3id.org/arco/ontology/arco/hasAlternativeDiscipline,6647
458,https://w3id.org/arco/ontology/denotative-description/hasSupport,6607
459,https://w3id.org/arco/ontology/natural-specimen-description/headingTranscript,6506
460,https://w3id.org/arco/ontology/context-description/hasIssuingState,6463
461,https://w3id.org/arco/ontology/construction-description/spatialLocation,6396
462,https://w3id.org/arco/ontology/immovable-property/spatialLocation,6396
463,https://w3id.org/arco/ontology/context-description/signature,6204
464,https://w3id.org/arco/ontology/movable-property/hasHarvestingOperator,6202
465,https://w3id.org/arco/ontology/natural-specimen-description/hasHarvestingOperator,6202
466,https://w3id.org/arco/ontology/location/locationDetails,6152
467,https://w3id.org/arco/ontology/cataloguing-campaign/lastNumberAssigned,6056
468,https://w3id.org/arco/ontology/cataloguing-campaign/firstNumberAssigned,6053
469,http://www.w3.org/2003/01/geo/wgs84_pos#lat,6052
470,http://www.w3.org/2003/01/geo/wgs84_pos#long,6052
471,https://w3id.org/arco/ontology/catalogue/describes,5906
472,https://w3id.org/arco/ontology/catalogue/isDescribedBy,5906
473,https://w3id.org/arco/ontology/cataloguing-campaign/totalOfAssignedNumber,5895
474,https://w3id.org/arco/ontology/context-description/hasCulturalPropertyRecordResponsibleAgent,5843
475,http://dati.beniculturali.it/cis/isPartOf,5801
476,http://dati.beniculturali.it/cis/hasDiscipline,5745
477,https://w3id.org/arco/ontology/arco/hasNumismaticPropertyCategory,5726
478,https://w3id.org/arco/ontology/arco/numberOfElements,5715
479,https://w3id.org/arco/ontology/catalogue/culturalPropertyRecordIdentifier,5655
480,https://w3id.org/arco/ontology/construction-description/laysOnSoil,5616
481,https://w3id.org/arco/ontology/denotative-description/proposedIntervention,5305
482,https://w3id.org/arco/ontology/immovable-property/hasFlooringLayout,5274
483,https://w3id.org/arco/ontology/construction-description/hasFlooringLayout,5274
484,https://w3id.org/arco/ontology/arco/hasArchaeologicalMaterialCategory,5216
485,https://w3id.org/arco/ontology/arco/numberOfArchaeologicalMaterials,5216
486,https://w3id.org/arco/ontology/cataloguing-campaign/isActivityOf,4935
487,http://dati.beniculturali.it/cis/altCISName,4920
488,https://w3id.org/arco/ontology/movable-property/currentClassification,4770
489,https://w3id.org/arco/ontology/natural-specimen-description/currentIdentification,4770
490,https://w3id.org/arco/ontology/context-description/hasTomb,4715
491,https://w3id.org/arco/ontology/context-description/hasFindingContext,4670
492,https://w3id.org/arco/ontology/context-description/numberInCirculation,4665
493,https://w3id.org/arco/ontology/context-description/pseudonym,4648
494,https://w3id.org/arco/ontology/context-description/rights,4605
495,https://w3id.org/arco/ontology/movable-property/newDanaCode,4602
496,https://w3id.org/arco/ontology/natural-specimen-description/newDanaCode,4602
497,https://w3id.org/arco/ontology/context-description/expiryDate,4513
498,https://w3id.org/arco/ontology/context-description/parallelTitle,4505
499,https://w3id.org/arco/ontology/cataloguing-campaign/hasAgencyProtocol,4464
500,https://w3id.org/arco/ontology/denotative-description/hasOrnamentalMotif,4256
501,https://w3id.org/arco/ontology/context-description/hasResearchScientificDirector,4191
502,https://w3id.org/arco/ontology/movable-property/hasLabel,4144
503,https://w3id.org/arco/ontology/context-description/isRelatedToResearch,4011
504,https://w3id.org/arco/ontology/context-description/archeologicalExcavationLocalIdentifier,3980
505,https://w3id.org/arco/ontology/context-description/hasLaboratoryTest,3943
506,https://w3id.org/arco/ontology/movable-property/bodyTranscript,3893
507,https://w3id.org/arco/ontology/natural-specimen-description/hasHostRock,3849
508,https://w3id.org/arco/ontology/natural-specimen-description/originalMaterial,3829
509,https://w3id.org/arco/ontology/context-description/hasStratigraphicUnit,3780
510,https://w3id.org/arco/ontology/context-description/relatedWorkRecordIdentifier,3659
511,https://w3id.org/arco/ontology/movable-property/strunzCode,3603
512,https://w3id.org/arco/ontology/natural-specimen-description/strunzCode,3603
513,https://w3id.org/arco/ontology/context-description/sex,3591
514,https://w3id.org/arco/ontology/context-description/explanationNote,3391
515,https://w3id.org/arco/ontology/location/hasNaturalEnvironment,3371
516,http://www.w3.org/2004/02/skos/core#member,3235
517,https://w3id.org/arco/ontology/cataloguing-campaign/hasCatalogueNumberAssignment,3179
518,https://w3id.org/arco/ontology/denotative-description/hasRelatedWorkSituation,3079
519,https://w3id.org/arco/ontology/immovable-property/laysOnSoil,2964
520,https://w3id.org/arco/ontology/context-description/hasSexInterpretation,2895
521,http://schema.org/dateCreated,2864
522,http://xmlns.com/foaf/0.1/maker,2862
523,http://www.w3.org/2004/02/skos/core#related,2861
524,https://w3id.org/arco/ontology/core/hasConsequence,2576
525,https://w3id.org/arco/ontology/movable-property/headingTranscript,2535
526,http://purl.org/dc/terms/title,2514
527,http://www.w3.org/2004/02/skos/core#topConceptOf,2442
528,http://www.w3.org/2004/02/skos/core#hasTopConcept,2442
529,https://w3id.org/arco/ontology/context-description/hasDevelopmentStage,2426
530,https://w3id.org/arco/ontology/cataloguing-campaign/isCatalogueNumberAssignmentOf,2403
531,https://w3id.org/arco/ontology/cataloguing-campaign/applicationDate,2403
532,https://w3id.org/arco/ontology/cataloguing-campaign/hasApplicantAgency,2403
533,https://w3id.org/arco/ontology/cataloguing-campaign/approvalDate,2403
534,https://w3id.org/arco/ontology/cataloguing-campaign/hasApplication,2403
535,https://w3id.org/arco/ontology/cataloguing-campaign/hasIccdProtocol,2372
536,http://purl.org/dc/terms/description,2309
537,https://w3id.org/arco/ontology/movable-property/hasLowerRank,2295
538,https://w3id.org/arco/ontology/natural-specimen-description/hasLowerRank,2295
539,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,2277
540,https://w3id.org/arco/ontology/context-description/authorICCDIdentifier,2198
541,https://w3id.org/italia/onto/RO/hasRiT,2179
542,https://w3id.org/arco/ontology/movable-property/numberOfLabels,2178
543,https://w3id.org/arco/ontology/natural-specimen-description/numberOfLabels,2178
544,https://w3id.org/arco/ontology/location/hasSiteDefinition,2159
545,http://purl.org/dc/terms/license,2102
546,http://www.w3.org/ns/dcat#accessURL,2075
547,http://purl.org/dc/terms/format,2075
548,http://www.w3.org/ns/dcat#distribution,2072
549,https://w3id.org/arco/ontology/cataloguing-campaign/isApplicationOf,2061
550,https://w3id.org/arco/ontology/cataloguing-campaign/hasICCDProtocol,2061
551,http://www.w3.org/2000/01/rdf-schema#subClassOf,2052
552,https://w3id.org/arco/ontology/context-description/thesaurus,2035
553,http://www.w3.org/ns/dcat#downloadURL,2012
554,https://w3id.org/arco/ontology/denotative-description/hasDedicatee,1934
555,https://w3id.org/arco/ontology/natural-specimen-description/isContainedIn,1918
556,http://www.w3.org/2000/01/rdf-schema#domain,1911
557,https://w3id.org/arco/ontology/context-description/hasFindingLocation,1901
558,https://w3id.org/arco/ontology/location/administrativeOrderNumber,1881
559,https://w3id.org/arco/ontology/denotative-description/anthropologicalMaterialMorphology,1850
560,https://w3id.org/arco/ontology/context-description/bibliographyICCDIdentifier,1812
561,https://w3id.org/arco/ontology/movable-property/genusNumber,1810
562,https://w3id.org/arco/ontology/natural-specimen-description/genusNumber,1810
563,http://www.w3.org/2000/01/rdf-schema#range,1798
564,http://www.w3.org/2004/02/skos/core#altLabel,1693
565,https://w3id.org/arco/ontology/location/hasOldTownAdministrativeType,1680
566,https://w3id.org/arco/ontology/location/hasCadastreType,1668
567,https://w3id.org/arco/ontology/natural-specimen-description/hasDiaphaneity,1663
568,https://w3id.org/arco/ontology/movable-property/hasDiaphaneity,1663
569,https://w3id.org/arco/ontology/natural-specimen-description/hasCrystalHabit,1535
570,https://w3id.org/arco/ontology/movable-property/hasCrystalHabit,1535
571,https://w3id.org/arco/ontology/denotative-description/hasProtectiveMeasure,1527
572,https://w3id.org/arco/ontology/context-description/involvesMainAgent,1504
573,https://w3id.org/arco/ontology/natural-specimen-description/hasLustre,1502
574,https://w3id.org/arco/ontology/movable-property/hasLustre,1502
575,https://w3id.org/arco/ontology/context-description/hasEstimate,1493
576,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,1486
577,https://w3id.org/arco/ontology/movable-property/numberOfEnvelopes,1458
578,https://w3id.org/arco/ontology/natural-specimen-description/numberOfEnvelopes,1458
579,https://w3id.org/arco/ontology/location/cadastreName,1410
580,https://w3id.org/arco/ontology/context-description/estimatedValue,1389
581,https://w3id.org/arco/ontology/location/hasSiteSpecification,1386
582,http://www.w3.org/2004/02/skos/core#editorialNote,1377
583,https://w3id.org/arco/ontology/catalogue/iccdNormTag,1365
584,https://w3id.org/arco/ontology/movable-property/hasAccession,1349
585,https://w3id.org/arco/ontology/natural-specimen-description/hasAccession,1349
586,http://lod.xdams.org/reload/oad/has_entity,1348
587,https://w3id.org/arco/ontology/context-description/isMemberOfPhotographicSeriesIn,1318
588,https://w3id.org/arco/ontology/context-description/isPhotoMemberOf,1317
589,https://w3id.org/arco/ontology/context-description/relatedWorkPreviousLocation,1310
590,https://w3id.org/arco/ontology/natural-specimen-description/hasTypeSpecimenIdentification,1296
591,https://w3id.org/arco/ontology/movable-property/originalClassification,1292
592,https://w3id.org/arco/ontology/natural-specimen-description/originalIdentification,1292
593,https://w3id.org/arco/ontology/natural-specimen-description/hasTypeOfTypeSpecimen,1290
594,https://w3id.org/arco/ontology/arco/hasReferenceCoinLegend,1258
595,https://w3id.org/arco/ontology/arco/classifiedSubject,1226
596,https://w3id.org/arco/ontology/arco/hasPhotographicHeritageClassification,1226
597,https://w3id.org/arco/ontology/arco/hasPhotographicHeritageClassificationType,1224
598,https://w3id.org/arco/ontology/arco/definitionAndPositionOfComponents,1221
599,http://www.w3.org/2004/02/skos/core#definition,1189
600,https://w3id.org/arco/ontology/context-description/photographicSeriesItemNumber,1181
601,https://w3id.org/arco/ontology/context-description/openingNoticeDate,1178
602,http://www.openlinksw.com/schemas/DAV#ownerUser,1175
603,https://w3id.org/arco/ontology/natural-specimen-description/producesTaxon,1167
604,http://purl.org/dc/terms/extent,1145
605,http://www.w3.org/2002/07/owl#onProperty,1117
606,https://w3id.org/arco/ontology/context-description/environmentalState,1083
607,https://w3id.org/arco/ontology/movable-property/isClassifiedByOriginalTaxon,1065
608,https://w3id.org/arco/ontology/natural-specimen-description/isIdentifiedByOriginalTaxon,1065
609,https://w3id.org/arco/ontology/context-description/isInvolvedIn,1016
610,https://w3id.org/arco/ontology/context-description/hasMinter,973
611,https://w3id.org/arco/ontology/arco/internationalIdentifier,945
612,https://w3id.org/arco/ontology/context-description/authorIntervention,936
613,https://w3id.org/arco/ontology/location/hasOutcrop,934
614,https://w3id.org/arco/ontology/context-description/hasUrbanPlanningEnvironmentalRelationWith,933
615,https://w3id.org/arco/ontology/construction-description/hasPreviousStructureOrElements,932
616,https://w3id.org/arco/ontology/location/geographicalDescription,914
617,https://w3id.org/arco/ontology/context-description/methodOfManufacturing,897
618,https://w3id.org/arco/ontology/context-description/hasReferenceCatalogue,890
619,https://w3id.org/arco/ontology/core/hasComponent,890
620,https://w3id.org/arco/ontology/movable-property/hasTypeSpecimenIdentification,880
621,https://w3id.org/arco/ontology/movable-property/hasTypeOfTypeSpecimen,880
622,https://w3id.org/arco/ontology/context-description/hasLaboratoryTestType,875
623,https://w3id.org/arco/ontology/location/culturalInstituteOrSiteIdentifier,871
624,https://w3id.org/arco/ontology/natural-specimen-description/imaCode,844
625,https://w3id.org/arco/ontology/movable-property/imaCode,844
626,https://w3id.org/arco/ontology/context-description/hasPreviousLocation,844
627,https://w3id.org/arco/ontology/catalogue/referenceProject,821
628,https://w3id.org/arco/ontology/context-description/collectionLeavingReason,802
629,http://www.w3.org/2002/07/owl#allValuesFrom,796
630,https://w3id.org/arco/ontology/location/hasCulturalInstituteOrSiteType,795
631,https://w3id.org/italia/onto/COV/hasSpatialCoverage,789
632,https://w3id.org/arco/ontology/movable-property/producesTaxon,758
633,https://w3id.org/arco/ontology/clothing-description/hasClothingElement,757
634,https://w3id.org/arco/ontology/natural-specimen-description/fallDate,739
635,https://w3id.org/arco/ontology/movable-property/fallDate,739
636,http://purl.org/goodrelations/v1#eligibleRegions,738
637,https://w3id.org/arco/ontology/location/hasHarvestingMethod,726
638,https://w3id.org/arco/ontology/context-description/informationGatheredOnSite,706
639,https://w3id.org/arco/ontology/location/hasMineralDeposit,705
640,https://w3id.org/arco/ontology/location/hasHarvestingMotivation,671
641,http://www.w3.org/2002/07/owl#inverseOf,657
642,https://w3id.org/arco/ontology/denotative-description/hasPhotoProgram,626
643,https://w3id.org/arco/ontology/clothing-description/intendedUser,624
644,https://w3id.org/arco/ontology/core/specification,610
645,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,609
646,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,609
647,https://w3id.org/arco/ontology/context-description/hasRecording,606
648,https://w3id.org/arco/ontology/context-description/primaryDocument,606
649,https://w3id.org/arco/ontology/denotative-description/hasGarmentColour,597
650,http://dati.beniculturali.it/iccd/fotografico/haLivello,573
651,http://www.cidoc-crm.org/cidoc-crm/P106i_forms_part_of,565
652,http://dati.beniculturali.it/iccd/fotografico/parteDiFondo,565
653,http://dati.beniculturali.it/iccd/fotografico/parteDi,565
654,http://dati.san.beniculturali.it/SAN/has_livelloSuperiore,565
655,http://dati.san.beniculturali.it/SAN/has_conservatore,562
656,http://www.cidoc-crm.org/cidoc-crm/P50_has_current_keeper,562
657,http://dati.beniculturali.it/iccd/fotografico/haConservatore,562
658,http://dati.beniculturali.it/iccd/fotografico/soggetto,554
659,http://dati.beniculturali.it/iccd/fotografico/indicazioneColore,554
660,http://dati.beniculturali.it/iccd/fotografico/nrInventario,554
661,http://dati.beniculturali.it/iccd/fotografico/haDefinizioneOggetto,554
662,http://dati.beniculturali.it/iccd/fotografico/haLuogoRipresa,554
663,http://purl.org/dc/elements/1.1/isReferencedBy,544
664,https://w3id.org/arco/ontology/natural-specimen-description/hasAlterationGrade,527
665,https://w3id.org/arco/ontology/movable-property/hasAlterationGrade,527
666,https://w3id.org/arco/ontology/context-description/hasInventory,525
667,https://w3id.org/arco/ontology/construction-description/hasVerticalElement,490
668,https://w3id.org/arco/ontology/context-description/hasStorageMedium,488
669,https://w3id.org/arco/ontology/context-description/originalStorageMedium,488
670,https://w3id.org/arco/ontology/context-description/historicalBiographicalInformation,488
671,https://w3id.org/arco/ontology/movable-property/refersToClassificationSystem,488
672,https://w3id.org/arco/ontology/natural-specimen-description/refersToClassificationSystem,488
673,https://w3id.org/arco/ontology/movable-property/hasHarvestingResponsible,486
674,https://w3id.org/arco/ontology/natural-specimen-description/hasHarvestingResponsible,486
675,https://w3id.org/arco/ontology/denotative-description/hasCommunicationMedium,485
676,https://w3id.org/arco/ontology/context-description/hasRelatedAgent,475
677,http://rdfs.org/ns/void#class,469
678,http://rdfs.org/ns/void#classPartition,469
679,https://w3id.org/arco/ontology/context-description/hasLicense,458
680,http://dati.beniculturali.it/iccd/fotografico/misureFormato,450
681,https://w3id.org/arco/ontology/context-description/hasAgeInterpretation,438
682,https://w3id.org/arco/ontology/denotative-description/involvesElement,437
683,https://w3id.org/arco/ontology/location/hasHistoricalArea,437
684,https://w3id.org/arco/ontology/core/hasConstituent,423
685,https://w3id.org/arco/ontology/movable-property/hasTaxonSpecification,419
686,https://w3id.org/arco/ontology/context-description/archeologicalFielSurveyLocalIdentifier,419
687,https://w3id.org/arco/ontology/context-description/age,403
688,https://w3id.org/arco/ontology/cultural-event/eventTimeLocation,392
689,https://w3id.org/arco/ontology/movable-property/hasMineralPresence,389
690,https://w3id.org/arco/ontology/movable-property/involvesMineral,389
691,https://w3id.org/arco/ontology/natural-specimen-description/involvesMineral,389
692,https://w3id.org/arco/ontology/natural-specimen-description/hasMineralPresence,389
693,http://www.w3.org/ns/dcat#keyword,388
694,https://w3id.org/arco/ontology/movable-property/hasHostRock,386
695,https://w3id.org/arco/ontology/movable-property/graphicSymbols,386
696,https://w3id.org/arco/ontology/natural-specimen-description/graphicSymbols,386
697,https://w3id.org/arco/ontology/context-description/synonym,377
698,https://w3id.org/arco/ontology/denotative-description/numberOfMaleParticipants,377
699,http://rdfs.org/ns/void#target,375
700,https://w3id.org/arco/ontology/denotative-description/hasEnvironment,363
701,https://w3id.org/arco/ontology/context-description/hasAgeType,363
702,https://w3id.org/arco/ontology/context-description/recordingEquipment,362
703,https://w3id.org/arco/ontology/core/abstract,361
704,https://w3id.org/arco/ontology/denotative-description/hasGarmentAnalysis,356
705,https://w3id.org/arco/ontology/context-description/archeologicalExcavationICCDIdentifier,353
706,https://w3id.org/arco/ontology/denotative-description/hasColour,345
707,https://w3id.org/arco/ontology/denotative-description/involvesAgeRange,342
708,https://w3id.org/arco/ontology/movable-property/hasDirectLowerRank,321
709,https://w3id.org/arco/ontology/natural-specimen-description/hasDirectLowerRank,321
710,https://w3id.org/arco/ontology/movable-property/hasHarvestingSponsor,311
711,https://w3id.org/arco/ontology/natural-specimen-description/hasHarvestingSponsor,311
712,https://w3id.org/arco/ontology/natural-specimen-description/hasCrystalTwinning,309
713,https://w3id.org/arco/ontology/movable-property/hasCrystalTwinning,309
714,https://w3id.org/arco/ontology/location/minAlt,305
715,http://dati.beniculturali.it/iccd/fotografico/categoria,305
716,https://w3id.org/arco/ontology/location/maxAlt,304
717,http://www.w3.org/2002/07/owl#someValuesFrom,303
718,https://w3id.org/arco/ontology/denotative-description/digitalPhotographNote,295
719,https://w3id.org/arco/ontology/cataloguing-campaign/acronym,291
720,https://w3id.org/arco/ontology/location/geologicalDescription,291
721,https://w3id.org/arco/ontology/location/geomorphologicalDescription,290
722,https://schema.org/nationality,290
723,https://w3id.org/italia/onto/CPV/alternativeName,288
724,https://w3id.org/arco/ontology/location/hasGovernamentalAdministrativeArea,282
725,https://w3id.org/arco/ontology/location/hasMap,279
726,https://w3id.org/arco/ontology/natural-specimen-description/hasTaxonSpecification,274
727,https://w3id.org/arco/ontology/immovable-property/hasMeasurementCollection,271
728,https://w3id.org/arco/ontology/construction-description/hasMeasurementCollection,271
729,https://w3id.org/arco/ontology/arco-lite/hasScientificDirector,269
730,https://w3id.org/arco/ontology/denotative-description/explanationNote,268
731,http://dati.beniculturali.it/iccd/fotografico/autoreFotografia,266
732,https://w3id.org/arco/ontology/movable-property/mainMineral,263
733,https://w3id.org/arco/ontology/natural-specimen-description/mainMineral,263
734,http://dati.beniculturali.it/iccd/fotografico/materiaTecnicaOggetto,262
735,https://w3id.org/arco/ontology/cultural-event/hasEventOrganiser,250
736,http://www.w3.org/ns/sparql-service-description#name,247
737,http://www.w3.org/ns/sparql-service-description#namedGraph,247
738,http://www.w3.org/ns/sparql-service-description#graph,247
739,https://w3id.org/arco/ontology/movable-property/hasTexture,232
740,https://w3id.org/arco/ontology/natural-specimen-description/hasTexture,232
741,https://w3id.org/arco/ontology/denotative-description/morphologicalDescription,231
742,https://w3id.org/arco/ontology/location/morphologicalDescription,231
743,http://purl.org/dc/terms/creator,229
744,http://dati.beniculturali.it/iccd/fotografico/cronologiaGenerica,227
745,http://purl.org/dc/terms/issued,223
746,https://w3id.org/arco/ontology/core/isIdentifiedByCurrentTaxon,223
747,https://w3id.org/arco/ontology/movable-property/hasPseudomorhosis,221
748,https://w3id.org/arco/ontology/movable-property/pseudomorph,221
749,https://w3id.org/arco/ontology/natural-specimen-description/hasPseudomorhosis,221
750,https://w3id.org/arco/ontology/natural-specimen-description/pseudomorph,221
751,http://purl.org/dc/terms/identifier,219
752,https://w3id.org/arco/ontology/construction-description/hasRoof,216
753,http://dati.beniculturali.it/iccd/fotografico/cronologiaSpecifica,215
754,https://w3id.org/arco/ontology/construction-description/hasHorizontalElement,215
755,http://purl.org/dc/terms/publisher,215
756,https://w3id.org/italia/onto/CLV/hasHistoricalAddress,214
757,http://purl.org/dc/terms/language,212
758,http://rdfs.org/ns/void#linkPredicate,211
759,https://w3id.org/arco/ontology/context-description/hasCollector,211
760,http://www.w3.org/ns/dcat#dataset,211
761,http://www.w3.org/ns/dcat#theme,210
762,http://purl.org/dc/terms/rightsHolder,210
763,http://www.w3.org/ns/dcat#contactPoint,210
764,http://purl.org/dc/terms/accrualPeriodicity,210
765,http://www.w3.org/ns/dcat#landingPage,209
766,http://dati.beniculturali.it/iccd/fotografico/cronologiaOpera,202
767,https://w3id.org/arco/ontology/context-description/isCollectorOf,202
768,https://w3id.org/arco/ontology/context-description/hasUseTypeSpecification,201
769,https://w3id.org/arco/ontology/denotative-description/hasAffixedElementType,197
770,https://w3id.org/arco/ontology/movable-property/radioactivity,197
771,https://w3id.org/arco/ontology/natural-specimen-description/radioactivity,197
772,http://www.w3.org/2002/07/owl#equivalentProperty,196
773,https://w3id.org/arco/ontology/denotative-description/hasMassStorage,194
774,https://w3id.org/arco/ontology/arco-lite/hasOperator,187
775,http://dati.beniculturali.it/iccd/fotografico/collocazione,185
776,https://w3id.org/arco/ontology/movable-property/hasSedimentaryStructure,181
777,https://w3id.org/arco/ontology/natural-specimen-description/hasSedimentaryStructure,181
778,https://w3id.org/arco/ontology/denotative-description/italianTranslation,179
779,https://w3id.org/arco/ontology/denotative-description/hasImplementationMethod,172
780,http://www.openlinksw.com/schemas/virtrdf#qmfValRange-rvrRestrictions,172
781,https://w3id.org/arco/ontology/construction-description/hasVerticalConnection,171
782,https://w3id.org/arco/ontology/arco-lite/hasResponsibleAgent,169
783,https://w3id.org/arco/ontology/context-description/hasResearch,169
784,https://w3id.org/arco/ontology/context-description/testResults,165
785,https://w3id.org/arco/ontology/context-description/nationality,164
786,https://w3id.org/arco/ontology/context-description/hasExportImportCertificationType,161
787,https://w3id.org/arco/ontology/context-description/hasExportImportCertification,161
788,https://w3id.org/arco/ontology/context-description/hasExportOffice,159
789,http://dati.beniculturali.it/iccd/fotografico/autoreOpera,147
790,https://w3id.org/arco/ontology/location/hasContinent,142
791,https://w3id.org/arco/ontology/context-description/hasFruition,138
792,https://w3id.org/arco/ontology/location/hasClimateSituation,137
793,https://w3id.org/arco/ontology/denotative-description/hasClimateSituation,137
794,http://www.openlinksw.com/schemas/virtrdf#item,135
795,https://w3id.org/arco/ontology/denotative-description/hasSampleCollected,135
796,https://w3id.org/arco/ontology/construction-description/hasConnectionElement,130
797,https://w3id.org/arco/ontology/immovable-property/hasConnectionElement,130
798,https://w3id.org/arco/ontology/immovable-property/hasWaterElement,130
799,https://w3id.org/arco/ontology/construction-description/hasWaterElement,130
800,http://www.openlinksw.com/schemas/virtrdf#qmfName,130
801,https://w3id.org/arco/ontology/context-description/hasEditor,129
802,https://w3id.org/arco/ontology/denotative-description/numberOfFemaleParticipants,123
803,https://w3id.org/arco/ontology/construction-description/scenografic,119
804,https://w3id.org/arco/ontology/immovable-property/scenografic,119
805,https://w3id.org/arco/ontology/natural-specimen-description/secondaryMineral,111
806,https://w3id.org/arco/ontology/movable-property/secondaryMineral,111
807,https://w3id.org/arco/ontology/location/hasZoogeographicRegion,107
808,https://w3id.org/arco/ontology/context-description/hasCreationLocation,102
809,https://w3id.org/arco/ontology/denotative-description/sampleCollectedIdentifier,100
810,http://www.openlinksw.com/schemas/virtrdf#inheritFrom,99
811,http://www.openlinksw.com/schemas/virtrdf#qmfSuperFormats,98
812,https://w3id.org/arco/ontology/denotative-description/hasResolution,90
813,https://w3id.org/arco/ontology/movable-property/hasInclusion,87
814,https://w3id.org/arco/ontology/movable-property/hasGeologicalContex,87
815,https://w3id.org/arco/ontology/immovable-property/hasTechnicalSystem,87
816,https://w3id.org/arco/ontology/natural-specimen-description/hasInclusion,87
817,https://w3id.org/arco/ontology/construction-description/hasTechnicalSystem,87
818,https://w3id.org/arco/ontology/natural-specimen-description/hasEruptiveType,86
819,https://w3id.org/arco/ontology/movable-property/hasEruptiveType,86
820,https://w3id.org/arco/ontology/context-description/contacts,85
821,http://www.w3.org/2002/07/owl#equivalentClass,84
822,https://w3id.org/arco/ontology/location/pedologicalDescription,83
823,https://w3id.org/arco/ontology/location/historicalEnvironmentContextDescription,78
824,https://w3id.org/arco/ontology/denotative-description/hasSampleCollectedType,77
825,https://w3id.org/arco/ontology/movable-property/hasGrains,75
826,http://www.w3.org/ns/sparql-service-description#resultFormat,75
827,https://w3id.org/arco/ontology/context-description/hasIssuingAgency,75
828,https://w3id.org/arco/ontology/natural-specimen-description/hasGrains,75
829,https://w3id.org/arco/ontology/natural-specimen-description/hasCement,74
830,https://w3id.org/arco/ontology/movable-property/hasCement,74
831,http://www.w3.org/2002/07/owl#unionOf,73
832,http://xmlns.com/foaf/0.1/mbox_sha1sum,71
833,http://www.w3.org/1999/02/22-rdf-syntax-ns#_1,66
834,https://w3id.org/arco/ontology/movable-property/hasMatrix,64
835,https://w3id.org/arco/ontology/natural-specimen-description/hasMatrix,64
836,http://www.w3.org/2002/07/owl#imports,59
837,https://w3id.org/arco/ontology/construction-description/hasFoundation,58
838,http://www.openlinksw.com/schemas/virtrdf#qmfIidOfShortTmpl,57
839,https://w3id.org/arco/ontology/context-description/hasSurveySoundEngineer,56
840,https://w3id.org/arco/ontology/movable-property/zoning,56
841,http://www.openlinksw.com/schemas/virtrdf#noInherit,56
842,https://w3id.org/arco/ontology/location/hasCulturalInstituteOrSiteDefinition,56
843,https://w3id.org/arco/ontology/natural-specimen-description/zoning,56
844,http://www.openlinksw.com/schemas/virtrdf#qmfSqlvalTmpl,53
845,http://www.openlinksw.com/schemas/virtrdf#qmfSqlvalOfShortTmpl,53
846,http://www.openlinksw.com/schemas/virtrdf#qmfStrsqlvalOfShortTmpl,53
847,http://www.w3.org/2002/07/owl#disjointWith,52
848,http://dati.beniculturali.it/iccd/fotografico/genealogia,51
849,http://www.w3.org/2008/05/skos#prefLabel,50
850,http://www.w3.org/2002/07/owl#members,49
851,https://w3id.org/arco/ontology/movable-property/hasMineralDepositType,49
852,https://w3id.org/arco/ontology/movable-property/hasStreak,48
853,https://w3id.org/arco/ontology/natural-specimen-description/hasStreak,48
854,http://www.openlinksw.com/schemas/virtrdf#qmfIsStable,47
855,http://www.openlinksw.com/schemas/virtrdf#qmfBoolOfShortTmpl,47
856,http://www.openlinksw.com/schemas/virtrdf#qmfIsBijection,47
857,http://www.w3.org/2004/02/skos/core#note,46
858,http://www.openlinksw.com/schemas/virtrdf#qmfLongOfShortTmpl,45
